payment_id,order_id,payment_date,payment_method,payment_status,payment_amount
PAY709030,ORD509030,2023-11-22 16:02:00,Debit Card,Success,14.02
PAY709031,ORD509031,2023-11-22 19:13:00,Buy Now Pay Later,Success,145.34
PAY709032,ORD509032,2023-11-22 16:26:00,PayPal,Success,384.09
PAY709033,ORD509033,2023-11-22 20:34:00,Credit Card,Success,99.52
PAY709034,ORD509034,2023-11-22 19:32:00,PayPal,Success,263.37
PAY709035,ORD509035,2023-11-22 20:33:00,Buy Now Pay Later,Success,106.95
PAY709036,ORD509036,2023-11-22 16:38:00,Buy Now Pay Later,Success,274.62
PAY709037,ORD509037,2023-11-22 22:01:00,Credit Card,Success,278.65
PAY709038,ORD509038,2023-11-22 17:04:00,Buy Now Pay Later,Success,521.51
PAY709039,ORD509039,2023-11-22 22:07:00,Debit Card,Success,602.77
PAY709040,ORD509040,2023-11-22 22:02:00,Credit Card,Success,77.16
PAY709041,ORD509041,2023-11-22 19:03:00,Buy Now Pay Later,Success,255.35
PAY709042,ORD509042,2023-11-22 20:07:00,Credit Card,Success,84.1
PAY709043,ORD509043,2023-11-22 22:44:00,Debit Card,Success,102.59
PAY709044,ORD509044,2023-11-22 23:45:00,Credit Card,Failed,66.51
PAY709045,ORD509045,2023-11-22 23:51:00,Debit Card,Success,191.02
PAY709046,ORD509046,2023-11-22 20:03:00,PayPal,Success,149.74
PAY709047,ORD509047,2023-11-22 22:08:00,Credit Card,Success,230.85
PAY709048,ORD509048,2023-11-23 00:13:00,Debit Card,Success,361.71
PAY709049,ORD509049,2023-11-23 00:40:00,PayPal,Success,213.01
PAY709050,ORD509050,2023-11-23 01:52:00,Credit Card,Success,137.56
PAY709051,ORD509051,2023-11-22 23:07:00,Credit Card,Success,149.74
PAY709052,ORD509052,2023-11-22 23:20:00,Credit Card,Success,248.74
PAY709053,ORD509053,2023-11-23 02:23:00,Debit Card,Success,111.22
PAY709054,ORD509054,2023-11-23 02:14:00,Debit Card,Success,102.16
PAY709055,ORD509055,2023-11-23 03:10:00,Credit Card,Success,70.19
PAY709056,ORD509056,2023-11-23 02:19:00,Debit Card,Success,36.86
PAY709057,ORD509057,2023-11-23 02:28:00,Credit Card,Success,98.58
PAY709058,ORD509058,2023-11-23 00:50:00,Credit Card,Success,58.14
PAY709059,ORD509059,2023-11-22 23:52:00,Buy Now Pay Later,Success,371.26
PAY709060,ORD509060,2023-11-23 05:03:00,Credit Card,Success,89.0
PAY709061,ORD509061,2023-11-23 05:13:00,Debit Card,Success,477.42
PAY709062,ORD509062,2023-11-23 02:14:00,Credit Card,Success,121.73
PAY709063,ORD509063,2023-11-23 02:16:00,PayPal,Success,69.88
PAY709064,ORD509064,2023-11-23 02:21:00,PayPal,Success,115.79
PAY709065,ORD509065,2023-11-23 01:23:00,Credit Card,Success,308.34
PAY709066,ORD509066,2023-11-23 04:06:00,Buy Now Pay Later,Success,268.27
PAY709067,ORD509067,2023-11-23 05:07:00,Buy Now Pay Later,Failed,107.12
PAY709068,ORD509068,2023-11-23 03:14:00,Credit Card,Success,51.81
PAY709069,ORD509069,2023-11-23 03:33:00,Credit Card,Success,481.32
PAY709070,ORD509070,2023-11-23 03:00:00,Gift Card,Success,214.85
PAY709071,ORD509071,2023-11-23 03:07:00,Credit Card,Success,79.0
PAY709072,ORD509072,2023-11-23 03:57:00,Debit Card,Failed,131.62
PAY709073,ORD509073,2023-11-23 08:29:00,Credit Card,Success,84.99
PAY709074,ORD509074,2023-11-23 08:11:00,PayPal,Success,149.16
PAY709075,ORD509075,2023-11-23 10:05:00,Credit Card,Success,265.24
PAY709076,ORD509076,2023-11-23 06:52:00,PayPal,Refunded,129.1
PAY709077,ORD509077,2023-11-23 08:30:00,Gift Card,Success,357.25
PAY709078,ORD509078,2023-11-23 09:38:00,Credit Card,Success,249.58
PAY709079,ORD509079,2023-11-23 11:43:00,Credit Card,Refunded,78.58
PAY709080,ORD509080,2023-11-23 08:52:00,Credit Card,Success,586.8
PAY709081,ORD509081,2023-11-23 13:19:00,Credit Card,Success,175.58
PAY709082,ORD509082,2023-11-23 10:34:00,PayPal,Success,231.7
PAY709083,ORD509083,2023-11-23 14:36:00,Credit Card,Success,218.42
PAY709084,ORD509084,2023-11-23 09:53:00,Credit Card,Success,199.36
PAY709085,ORD509085,2023-11-23 13:59:00,Credit Card,Success,92.18
PAY709086,ORD509086,2023-11-23 14:16:00,Credit Card,Success,102.54
PAY709087,ORD509087,2023-11-23 13:19:00,Debit Card,Success,73.76
PAY709088,ORD509088,2023-11-23 12:22:00,Credit Card,Success,127.44
PAY709089,ORD509089,2023-11-23 13:29:00,Credit Card,Refunded,122.39
PAY709090,ORD509090,2023-11-23 18:06:00,Credit Card,Success,110.96
PAY709091,ORD509091,2023-11-23 19:11:00,Debit Card,Success,166.35
PAY709092,ORD509092,2023-11-23 15:22:00,Debit Card,Success,116.72
PAY709093,ORD509093,2023-11-23 18:49:00,Gift Card,Refunded,118.35
PAY709094,ORD509094,2023-11-23 15:03:00,Credit Card,Success,60.63
PAY709095,ORD509095,2023-11-23 16:23:00,Credit Card,Refunded,188.81
PAY709096,ORD509096,2023-11-23 19:55:00,Credit Card,Success,217.54
PAY709097,ORD509097,2023-11-23 21:47:00,Credit Card,Success,494.39
PAY709098,ORD509098,2023-11-23 18:05:00,Unknown,Success,128.51
PAY709099,ORD509099,2023-11-23 19:19:00,PayPal,Success,491.33
PAY709100,ORD509100,2023-11-23 22:12:00,Credit Card,Refunded,104.57
PAY709101,ORD509101,2023-11-23 22:39:00,Credit Card,Success,155.24
PAY709102,ORD509102,2023-11-23 21:47:00,Credit Card,Success,188.49
PAY709103,ORD509103,2023-11-23 19:05:00,Buy Now Pay Later,Success,39.88
PAY709104,ORD509104,2023-11-23 23:27:00,Credit Card,Failed,108.39
PAY709105,ORD509105,2023-11-24 00:23:00,Credit Card,Success,11.81
PAY709106,ORD509106,2023-11-23 23:27:00,Credit Card,Success,85.62
PAY709107,ORD509107,2023-11-24 00:36:00,Debit Card,Success,198.54
PAY709108,ORD509108,2023-11-23 22:18:00,PayPal,Success,52.57
PAY709109,ORD509109,2023-11-24 00:20:00,Credit Card,Success,88.24
PAY709110,ORD509110,2023-11-24 01:22:00,Credit Card,Success,38.56
PAY709111,ORD509111,2023-11-24 02:06:00,Gift Card,Success,188.03
PAY709112,ORD509112,2023-11-24 01:14:00,Credit Card,Success,202.52
PAY709113,ORD509113,2023-11-24 04:23:00,Credit Card,Success,60.63
PAY709114,ORD509114,2023-11-24 02:47:00,Credit Card,Success,71.2
PAY709115,ORD509115,2023-11-24 02:07:00,Credit Card,Success,11.44
PAY709116,ORD509116,2023-11-24 03:52:00,Credit Card,Success,50.02
PAY709117,ORD509117,2023-11-24 02:55:00,Credit Card,Success,0.0
PAY709118,ORD509118,2023-11-24 02:48:00,Credit Card,Success,265.46
PAY709119,ORD509119,2023-11-24 03:08:00,Credit Card,Refunded,185.63
PAY709120,ORD509120,2023-11-24 04:17:00,Gift Card,Success,86.96
PAY709121,ORD509121,2023-11-24 07:37:00,Credit Card,Success,0.0
PAY709122,ORD509122,2023-11-24 05:05:00,PayPal,Success,47.14
PAY709123,ORD509123,2023-11-24 08:10:00,Credit Card,Success,178.69
PAY709124,ORD509124,2023-11-24 07:05:00,Credit Card,Failed,352.23
PAY709125,ORD509125,2023-11-24 07:29:00,Credit Card,Success,213.02
PAY709126,ORD509126,2023-11-24 05:41:00,Credit Card,Success,285.61
PAY709127,ORD509127,2023-11-24 09:17:00,Credit Card,Success,89.0
PAY709128,ORD509128,2023-11-24 08:01:00,Buy Now Pay Later,Success,167.26
PAY709129,ORD509129,2023-11-24 08:07:00,Gift Card,Success,84.99
PAY709130,ORD509130,2023-11-24 08:33:00,Debit Card,Success,170.79
PAY709131,ORD509131,2023-11-24 12:37:00,Debit Card,Success,260.5
PAY709132,ORD509132,2023-11-24 07:39:00,Credit Card,Success,157.0
PAY709133,ORD509133,2023-11-24 10:41:00,PayPal,Success,129.42
PAY709134,ORD509134,2023-11-24 08:10:00,PayPal,Success,250.61
PAY709135,ORD509135,2023-11-24 13:18:00,Credit Card,Refunded,224.12
PAY709136,ORD509136,2023-11-24 11:40:00,PayPal,Success,43.32
PAY709137,ORD509137,2023-11-24 13:41:00,PayPal,Failed,93.5
PAY709138,ORD509138,2023-11-24 13:58:00,Credit Card,Success,64.71
PAY709139,ORD509139,2023-11-24 09:02:00,Credit Card,Success,107.72
PAY709140,ORD509140,2023-11-24 09:09:00,PayPal,Success,170.35
PAY709141,ORD509141,2023-11-24 13:28:00,Debit Card,Success,108.53
PAY709142,ORD509142,2023-11-24 12:35:00,Gift Card,Success,122.94
PAY709143,ORD509143,2023-11-24 15:08:00,Credit Card,Success,18.31
PAY709144,ORD509144,2023-11-24 14:08:00,Credit Card,Success,75.8
PAY709145,ORD509145,2023-11-24 12:19:00,Debit Card,Success,257.02
PAY709146,ORD509146,2023-11-24 10:37:00,Debit Card,Success,185.55
PAY709147,ORD509147,2023-11-24 14:07:00,Debit Card,Refunded,160.73
PAY709148,ORD509148,2023-11-24 15:15:00,Credit Card,Refunded,334.65
PAY709149,ORD509149,2023-11-24 14:39:00,PayPal,Refunded,39.09
PAY709150,ORD509150,2023-11-24 13:06:00,Buy Now Pay Later,Failed,84.99
PAY709151,ORD509151,2023-11-24 15:37:00,Buy Now Pay Later,Success,19.96
PAY709152,ORD509152,2023-11-24 14:33:00,PayPal,Success,402.04
PAY709153,ORD509153,2023-11-24 16:40:00,Credit Card,Failed,44.76
PAY709154,ORD509154,2023-11-24 15:54:00,Debit Card,Success,16.02
PAY709155,ORD509155,2023-11-24 20:16:00,Debit Card,Success,124.69
PAY709156,ORD509156,2023-11-24 16:19:00,Debit Card,Success,78.85
PAY709157,ORD509157,2023-11-24 18:46:00,Credit Card,Success,246.02
PAY709158,ORD509158,2023-11-24 20:58:00,Credit Card,Success,461.6
PAY709159,ORD509159,2023-11-24 19:05:00,Credit Card,Failed,402.5
PAY709160,ORD509160,2023-11-24 19:09:00,Credit Card,Success,81.95
PAY709161,ORD509161,2023-11-24 17:46:00,Buy Now Pay Later,Failed,116.71
PAY709162,ORD509162,2023-11-24 22:09:00,Credit Card,Success,74.54
PAY709163,ORD509163,2023-11-24 22:14:00,Credit Card,Success,155.34
PAY709164,ORD509164,2023-11-24 18:03:00,Credit Card,Success,62.08
PAY709165,ORD509165,2023-11-24 19:11:00,Credit Card,Success,97.28
PAY709166,ORD509166,2023-11-24 23:07:00,PayPal,Success,132.2
PAY709167,ORD509167,2023-11-24 21:27:00,Gift Card,Success,279.78
PAY709168,ORD509168,2023-11-24 22:33:00,Credit Card,Success,139.46
PAY709169,ORD509169,2023-11-24 23:59:00,Credit Card,Success,92.78
PAY709170,ORD509170,2023-11-24 22:16:00,PayPal,Success,182.82
PAY709171,ORD509171,2023-11-25 00:49:00,Debit Card,Success,144.36
PAY709172,ORD509172,2023-11-25 03:41:00,PayPal,Success,5.62
PAY709173,ORD509173,2023-11-25 04:02:00,PayPal,Success,59.65
PAY709174,ORD509174,2023-11-25 00:21:00,Credit Card,Success,88.77
PAY709175,ORD509175,2023-11-25 05:07:00,Credit Card,Success,247.73
PAY709176,ORD509176,2023-11-25 05:09:00,Credit Card,Success,606.15
PAY709177,ORD509177,2023-11-25 02:27:00,PayPal,Refunded,297.59
PAY709178,ORD509178,2023-11-25 01:44:00,Credit Card,Success,84.38
PAY709179,ORD509179,2023-11-25 01:51:00,Unknown,Success,245.05
PAY709180,ORD509180,2023-11-25 02:34:00,Credit Card,Success,91.53
PAY709181,ORD509181,2023-11-25 07:45:00,Debit Card,Success,302.4
PAY709182,ORD509182,2023-11-25 07:52:00,Debit Card,Success,280.71
PAY709183,ORD509183,2023-11-25 05:21:00,Credit Card,Success,413.33
PAY709184,ORD509184,2023-11-25 03:48:00,Buy Now Pay Later,Refunded,207.51
PAY709185,ORD509185,2023-11-25 09:10:00,Credit Card,Success,150.17
PAY709186,ORD509186,2023-11-25 10:14:00,Credit Card,Success,64.71
PAY709187,ORD509187,2023-11-25 10:26:00,Debit Card,Success,383.87
PAY709188,ORD509188,2023-11-25 07:49:00,Credit Card,Failed,43.34
PAY709189,ORD509189,2023-11-25 08:11:00,Buy Now Pay Later,Success,283.8
PAY709190,ORD509190,2023-11-25 09:15:00,PayPal,Success,616.55
PAY709191,ORD509191,2023-11-25 12:24:00,Unknown,Failed,185.04
PAY709192,ORD509192,2023-11-25 11:28:00,Buy Now Pay Later,Success,66.91
PAY709193,ORD509193,2023-11-25 11:41:00,PayPal,Success,55.58
PAY709194,ORD509194,2023-11-25 08:54:00,Gift Card,Success,194.38
PAY709195,ORD509195,2023-11-25 12:17:00,Gift Card,Success,435.63
PAY709196,ORD509196,2023-11-25 11:19:00,Credit Card,Success,118.65
PAY709197,ORD509197,2023-11-25 13:40:00,Credit Card,Success,108.4
PAY709198,ORD509198,2023-11-25 12:57:00,Debit Card,Failed,87.84
PAY709199,ORD509199,2023-11-25 10:15:00,Debit Card,Success,155.96
PAY709200,ORD509200,2023-11-25 10:20:00,Debit Card,Success,72.45
PAY709201,ORD509201,2023-11-25 13:33:00,PayPal,Success,285.61
PAY709202,ORD509202,2023-11-25 15:33:00,Credit Card,Success,153.78
PAY709203,ORD509203,2023-11-25 12:45:00,Debit Card,Refunded,71.81
PAY709204,ORD509204,2023-11-25 13:46:00,Credit Card,Success,300.96
PAY709205,ORD509205,2023-11-25 11:01:00,PayPal,Refunded,122.41
PAY709206,ORD509206,2023-11-25 14:19:00,Credit Card,Success,62.52
PAY709207,ORD509207,2023-11-25 16:25:00,PayPal,Success,91.04
PAY709208,ORD509208,2023-11-25 13:35:00,Credit Card,Success,306.52
PAY709209,ORD509209,2023-11-25 12:01:00,Debit Card,Success,208.43
PAY709210,ORD509210,2023-11-25 14:35:00,Credit Card,Success,178.0
PAY709211,ORD509211,2023-11-25 14:06:00,Credit Card,Success,65.95
PAY709212,ORD509212,2023-11-25 14:23:00,Debit Card,Refunded,88.29
PAY709213,ORD509213,2023-11-25 18:36:00,PayPal,Success,138.35
PAY709214,ORD509214,2023-11-25 17:43:00,Credit Card,Failed,149.74
PAY709215,ORD509215,2023-11-25 14:08:00,Credit Card,Success,149.16
PAY709216,ORD509216,2023-11-25 14:11:00,Debit Card,Success,89.0
PAY709217,ORD509217,2023-11-25 17:18:00,Debit Card,Success,98.04
PAY709218,ORD509218,2023-11-25 14:23:00,Credit Card,Failed,86.17
PAY709219,ORD509219,2023-11-25 18:28:00,Credit Card,Success,65.67
PAY709220,ORD509220,2023-11-25 14:40:00,Debit Card,Failed,32.77
PAY709221,ORD509221,2023-11-25 20:02:00,Credit Card,Refunded,207.51
PAY709222,ORD509222,2023-11-25 16:17:00,Credit Card,Refunded,261.72
PAY709223,ORD509223,2023-11-25 21:41:00,Debit Card,Success,86.17
PAY709224,ORD509224,2023-11-25 22:22:00,Credit Card,Success,289.46
PAY709225,ORD509225,2023-11-25 22:54:00,Debit Card,Success,144.12
PAY709226,ORD509226,2023-11-25 19:47:00,Buy Now Pay Later,Success,221.84
PAY709227,ORD509227,2023-11-25 22:07:00,Credit Card,Success,374.61
PAY709228,ORD509228,2023-11-25 21:14:00,Debit Card,Success,269.78
PAY709229,ORD509229,2023-11-25 21:58:00,Credit Card,Success,60.21
PAY709230,ORD509230,2023-11-25 20:59:00,Credit Card,Success,259.1
PAY709231,ORD509231,2023-11-26 00:37:00,Credit Card,Success,208.22
PAY709232,ORD509232,2023-11-25 23:53:00,Credit Card,Success,75.55
PAY709233,ORD509233,2023-11-25 23:59:00,Debit Card,Failed,48.15
PAY709234,ORD509234,2023-11-26 02:32:00,Credit Card,Success,206.67
PAY709235,ORD509235,2023-11-26 00:42:00,PayPal,Success,88.75
PAY709236,ORD509236,2023-11-25 23:44:00,Credit Card,Success,115.17
PAY709237,ORD509237,2023-11-26 00:06:00,PayPal,Success,133.69
PAY709238,ORD509238,2023-11-26 02:33:00,Credit Card,Success,38.2
PAY709239,ORD509239,2023-11-26 01:49:00,PayPal,Failed,141.63
PAY709240,ORD509240,2023-11-26 02:15:00,PayPal,Success,528.55
PAY709241,ORD509241,2023-11-26 00:26:00,Credit Card,Success,202.9
PAY709242,ORD509242,2023-11-26 03:47:00,Credit Card,Refunded,72.92
PAY709243,ORD509243,2023-11-26 02:55:00,Debit Card,Refunded,83.72
PAY709244,ORD509244,2023-11-26 05:28:00,Debit Card,Success,16.95
PAY709245,ORD509245,2023-11-26 05:17:00,PayPal,Success,315.01
PAY709246,ORD509246,2023-11-26 02:26:00,PayPal,Success,58.01
PAY709247,ORD509247,2023-11-26 07:28:00,Buy Now Pay Later,Success,245.73
PAY709248,ORD509248,2023-11-26 03:23:00,Credit Card,Success,149.74
PAY709249,ORD509249,2023-11-26 08:32:00,Credit Card,Success,173.5
PAY709250,ORD509250,2023-11-26 05:35:00,Credit Card,Success,65.49
PAY709251,ORD509251,2023-11-26 06:33:00,Debit Card,Success,445.96
PAY709252,ORD509252,2023-11-26 05:17:00,Credit Card,Success,132.2
PAY709253,ORD509253,2023-11-26 07:37:00,Credit Card,Success,157.24
PAY709254,ORD509254,2023-11-26 08:45:00,Debit Card,Success,58.14
PAY709255,ORD509255,2023-11-26 05:58:00,PayPal,Success,63.81
PAY709256,ORD509256,2023-11-26 07:11:00,Credit Card,Success,442.11
PAY709257,ORD509257,2023-11-26 07:00:00,Credit Card,Failed,332.76
PAY709258,ORD509258,2023-11-26 09:11:00,Credit Card,Refunded,111.22
PAY709259,ORD509259,2023-11-26 11:24:00,Credit Card,Failed,123.61
PAY709260,ORD509260,2023-11-26 10:14:00,Credit Card,Success,206.35
PAY709261,ORD509261,2023-11-26 09:18:00,Credit Card,Success,143.97
PAY709262,ORD509262,2023-11-26 12:39:00,Credit Card,Success,187.69
PAY709263,ORD509263,2023-11-26 09:46:00,Debit Card,Success,168.49
PAY709264,ORD509264,2023-11-26 10:04:00,Credit Card,Success,168.15
PAY709265,ORD509265,2023-11-26 12:07:00,Debit Card,Failed,57.41
PAY709266,ORD509266,2023-11-26 10:16:00,PayPal,Success,149.74
PAY709267,ORD509267,2023-11-26 10:56:00,Credit Card,Success,169.38
PAY709268,ORD509268,2023-11-26 14:32:00,Credit Card,Success,18.07
PAY709269,ORD509269,2023-11-26 15:58:00,PayPal,Failed,42.37
PAY709270,ORD509270,2023-11-26 14:02:00,Debit Card,Success,470.59
PAY709271,ORD509271,2023-11-26 13:27:00,Credit Card,Success,159.62
PAY709272,ORD509272,2023-11-26 15:35:00,Credit Card,Success,360.79
PAY709273,ORD509273,2023-11-26 18:02:00,Debit Card,Success,107.96
PAY709274,ORD509274,2023-11-26 18:13:00,PayPal,Success,15.39
PAY709275,ORD509275,2023-11-26 15:26:00,Buy Now Pay Later,Success,124.49
PAY709276,ORD509276,2023-11-26 14:54:00,Credit Card,Success,304.7
PAY709277,ORD509277,2023-11-26 18:53:00,PayPal,Success,158.02
PAY709278,ORD509278,2023-11-26 17:53:00,Credit Card,Success,275.35
PAY709279,ORD509279,2023-11-26 15:21:00,Credit Card,Refunded,175.85
PAY709280,ORD509280,2023-11-26 15:33:00,Credit Card,Success,463.9
PAY709281,ORD509281,2023-11-26 20:55:00,Debit Card,Success,0.0
PAY709282,ORD509282,2023-11-26 20:03:00,Credit Card,Failed,341.08
PAY709283,ORD509283,2023-11-26 19:13:00,Credit Card,Success,72.86
PAY709284,ORD509284,2023-11-26 21:53:00,Credit Card,Success,130.28
PAY709285,ORD509285,2023-11-26 23:00:00,Buy Now Pay Later,Success,133.26
PAY709286,ORD509286,2023-11-26 22:28:00,Credit Card,Success,121.73
PAY709287,ORD509287,2023-11-26 21:29:00,PayPal,Success,176.41
PAY709288,ORD509288,2023-11-27 00:36:00,Buy Now Pay Later,Success,86.17
PAY709289,ORD509289,2023-11-26 20:59:00,Credit Card,Failed,176.57
PAY709290,ORD509290,2023-11-27 00:23:00,Credit Card,Success,324.69
PAY709291,ORD509291,2023-11-26 20:41:00,Credit Card,Refunded,81.35
PAY709292,ORD509292,2023-11-26 20:42:00,Credit Card,Success,318.32
PAY709293,ORD509293,2023-11-26 23:53:00,PayPal,Success,72.35
PAY709294,ORD509294,2023-11-27 02:20:00,Credit Card,Success,105.24
PAY709295,ORD509295,2023-11-27 01:27:00,Buy Now Pay Later,Success,276.93
PAY709296,ORD509296,2023-11-26 23:34:00,Credit Card,Success,138.51
PAY709297,ORD509297,2023-11-27 03:41:00,Unknown,Refunded,66.01
PAY709298,ORD509298,2023-11-26 22:52:00,Credit Card,Success,275.66
PAY709299,ORD509299,2023-11-27 04:14:00,Debit Card,Success,53.79
PAY709300,ORD509300,2023-11-27 03:35:00,Credit Card,Refunded,89.0
PAY709301,ORD509301,2023-11-26 23:38:00,Unknown,Success,89.0
PAY709302,ORD509302,2023-11-27 04:58:00,Gift Card,Refunded,194.13
PAY709303,ORD509303,2023-11-27 04:36:00,Unknown,Success,54.55
PAY709304,ORD509304,2023-11-27 04:43:00,Debit Card,Success,241.61
PAY709305,ORD509305,2023-11-27 06:43:00,PayPal,Success,396.6
PAY709306,ORD509306,2023-11-27 05:44:00,Credit Card,Success,111.14
PAY709307,ORD509307,2023-11-27 05:44:00,Debit Card,Refunded,41.63
PAY709308,ORD509308,2023-11-27 08:01:00,PayPal,Success,178.0
PAY709309,ORD509309,2023-11-27 03:01:00,Buy Now Pay Later,Success,489.99
PAY709310,ORD509310,2023-11-27 06:07:00,Credit Card,Failed,182.55
PAY709311,ORD509311,2023-11-27 06:10:00,Credit Card,Success,113.3
PAY709312,ORD509312,2023-11-27 05:13:00,Gift Card,Refunded,111.78
PAY709313,ORD509313,2023-11-27 08:21:00,Debit Card,Failed,54.56
PAY709314,ORD509314,2023-11-27 06:22:00,Credit Card,Success,584.73
PAY709315,ORD509315,2023-11-27 09:32:00,Debit Card,Success,135.71
PAY709316,ORD509316,2023-11-27 05:38:00,Debit Card,Success,230.74
PAY709317,ORD509317,2023-11-27 09:38:00,Debit Card,Failed,22.25
PAY709318,ORD509318,2023-11-27 10:35:00,Debit Card,Failed,58.06
PAY709319,ORD509319,2023-11-27 06:40:00,PayPal,Success,72.27
PAY709320,ORD509320,2023-11-27 10:23:00,PayPal,Success,132.2
PAY709321,ORD509321,2023-11-27 10:28:00,Credit Card,Refunded,260.13
PAY709322,ORD509322,2023-11-27 07:40:00,Credit Card,Success,88.29
PAY709323,ORD509323,2023-11-27 11:40:00,Credit Card,Success,149.74
PAY709324,ORD509324,2023-11-27 09:24:00,Gift Card,Refunded,299.38
PAY709325,ORD509325,2023-11-27 15:18:00,PayPal,Success,113.3
PAY709326,ORD509326,2023-11-27 15:20:00,Debit Card,Success,79.75
PAY709327,ORD509327,2023-11-27 11:23:00,PayPal,Refunded,310.4
PAY709328,ORD509328,2023-11-27 14:01:00,Unknown,Success,85.18
PAY709329,ORD509329,2023-11-27 13:09:00,Credit Card,Success,120.86
PAY709330,ORD509330,2023-11-27 12:10:00,Buy Now Pay Later,Success,149.13
PAY709331,ORD509331,2023-11-27 15:37:00,Credit Card,Success,379.08
PAY709332,ORD509332,2023-11-27 17:57:00,Credit Card,Success,328.33
PAY709333,ORD509333,2023-11-27 18:09:00,Gift Card,Success,17.66
PAY709334,ORD509334,2023-11-27 17:09:00,Credit Card,Success,42.47
PAY709335,ORD509335,2023-11-27 18:09:00,Debit Card,Success,153.14
PAY709336,ORD509336,2023-11-27 15:23:00,Debit Card,Success,273.04
PAY709337,ORD509337,2023-11-27 19:34:00,PayPal,Success,53.64
PAY709338,ORD509338,2023-11-27 20:42:00,Credit Card,Success,153.18
PAY709339,ORD509339,2023-11-27 19:51:00,PayPal,Success,197.01
PAY709340,ORD509340,2023-11-27 17:00:00,Debit Card,Failed,25.61
PAY709341,ORD509341,2023-11-27 17:03:00,PayPal,Failed,286.49
PAY709342,ORD509342,2023-11-27 19:36:00,Buy Now Pay Later,Success,124.0
PAY709343,ORD509343,2023-11-27 21:12:00,Credit Card,Success,536.71
PAY709344,ORD509344,2023-11-27 23:18:00,Credit Card,Success,260.24
PAY709345,ORD509345,2023-11-27 21:50:00,Buy Now Pay Later,Success,34.89
PAY709346,ORD509346,2023-11-27 23:00:00,Buy Now Pay Later,Success,596.69
PAY709347,ORD509347,2023-11-27 21:42:00,Credit Card,Failed,282.18
PAY709348,ORD509348,2023-11-28 01:11:00,Buy Now Pay Later,Success,132.87
PAY709349,ORD509349,2023-11-28 03:19:00,PayPal,Success,355.46
PAY709350,ORD509350,2023-11-28 01:17:00,Credit Card,Success,25.69
PAY709351,ORD509351,2023-11-28 00:33:00,Buy Now Pay Later,Success,199.92
PAY709352,ORD509352,2023-11-28 00:49:00,Debit Card,Success,163.11
PAY709353,ORD509353,2023-11-28 02:40:00,Unknown,Failed,88.2
PAY709354,ORD509354,2023-11-28 04:38:00,Credit Card,Success,128.94
PAY709355,ORD509355,2023-11-28 02:00:00,Credit Card,Success,57.27
PAY709356,ORD509356,2023-11-28 06:02:00,Debit Card,Refunded,347.05
PAY709357,ORD509357,2023-11-28 05:09:00,Buy Now Pay Later,Success,299.06
PAY709358,ORD509358,2023-11-28 03:29:00,Credit Card,Success,369.16
PAY709359,ORD509359,2023-11-28 03:42:00,Credit Card,Success,129.42
PAY709360,ORD509360,2023-11-28 06:57:00,PayPal,Success,110.92
PAY709361,ORD509361,2023-11-28 05:27:00,Unknown,Success,365.74
PAY709362,ORD509362,2023-11-28 08:50:00,Buy Now Pay Later,Success,50.02
PAY709363,ORD509363,2023-11-28 07:11:00,Credit Card,Success,378.75
PAY709364,ORD509364,2023-11-28 09:09:00,PayPal,Success,103.26
PAY709365,ORD509365,2023-11-28 11:18:00,Gift Card,Success,167.61
PAY709366,ORD509366,2023-11-28 09:24:00,Buy Now Pay Later,Success,257.38
PAY709367,ORD509367,2023-11-28 10:35:00,Credit Card,Refunded,76.7
PAY709368,ORD509368,2023-11-28 11:03:00,Debit Card,Success,104.52
PAY709369,ORD509369,2023-11-28 11:14:00,PayPal,Success,86.14
PAY709370,ORD509370,2023-11-28 08:32:00,Debit Card,Refunded,56.65
PAY709371,ORD509371,2023-11-28 08:53:00,Credit Card,Success,192.13
PAY709372,ORD509372,2023-11-28 14:06:00,Gift Card,Success,464.88
PAY709373,ORD509373,2023-11-28 09:10:00,Credit Card,Success,732.11
PAY709374,ORD509374,2023-11-28 12:12:00,Credit Card,Success,234.73
PAY709375,ORD509375,2023-11-28 13:20:00,Debit Card,Success,110.26
PAY709376,ORD509376,2023-11-28 10:32:00,PayPal,Success,323.85
PAY709377,ORD509377,2023-11-28 13:35:00,Credit Card,Success,79.65
PAY709378,ORD509378,2023-11-28 12:05:00,Buy Now Pay Later,Failed,84.99
PAY709379,ORD509379,2023-11-28 10:17:00,Credit Card,Success,60.76
PAY709380,ORD509380,2023-11-28 12:31:00,PayPal,Success,45.74
PAY709381,ORD509381,2023-11-28 12:05:00,Credit Card,Success,88.29
PAY709382,ORD509382,2023-11-28 13:07:00,Gift Card,Success,75.68
PAY709383,ORD509383,2023-11-28 11:28:00,Credit Card,Success,173.11
PAY709384,ORD509384,2023-11-28 11:47:00,Debit Card,Refunded,141.0
PAY709385,ORD509385,2023-11-28 15:54:00,Debit Card,Success,175.45
PAY709386,ORD509386,2023-11-28 15:24:00,Buy Now Pay Later,Success,76.87
PAY709387,ORD509387,2023-11-28 15:44:00,PayPal,Success,92.62
PAY709388,ORD509388,2023-11-28 13:45:00,Credit Card,Success,194.53
PAY709389,ORD509389,2023-11-28 18:22:00,Debit Card,Success,161.87
PAY709390,ORD509390,2023-11-28 18:06:00,PayPal,Success,75.4
PAY709391,ORD509391,2023-11-28 20:31:00,Credit Card,Success,459.73
