order_item_id,order_id,product_id,quantity,unit_price,discount,cost
ITEM0004886,ORD503203,PROD1028,1,126.14,0.0,69.72
ITEM0004887,ORD503203,PROD1189,1,129.55,0.0,78.32
ITEM0004888,ORD503204,PROD1096,1,123.0,0.0,71.44
ITEM0004889,ORD503205,PROD1238,1,85.0,0.0,39.2
ITEM0004890,ORD503206,PROD1169,2,285.61,0.0,198.6
ITEM0004891,ORD503207,PROD1167,1,16.48,0.0,7.59
ITEM0004892,ORD503208,PROD1176,1,130.28,0.019,101.93
ITEM0004893,ORD503208,PROD1079,1,207.51,0.021,124.51
ITEM0004894,ORD503208,PROD1253,1,36.57,0.02,20.38
ITEM0004895,ORD503209,PROD1189,3,129.55,0.245,78.32
ITEM0004896,ORD503210,PROD1159,1,12.52,0.0,5.47
ITEM0004897,ORD503210,PROD1056,2,65.67,0.0,24.75
ITEM0004898,ORD503210,PROD1194,2,157.0,0.0,87.34
ITEM0004899,ORD503211,PROD1191,1,42.59,0.0,25.57
ITEM0004900,ORD503212,PROD1152,1,86.17,0.0,21.54
ITEM0004901,ORD503212,PROD1064,1,53.79,0.0,33.08
ITEM0004902,ORD503213,PROD1065,2,66.51,0.076,26.46
ITEM0004903,ORD503213,PROD1191,1,42.59,0.077,25.57
ITEM0004904,ORD503214,PROD1249,1,79.75,0.064,45.09
ITEM0004905,ORD503215,PROD1089,1,170.93,0.0,85.65
ITEM0004906,ORD503216,PROD1152,1,86.17,0.0,21.54
ITEM0004907,ORD503216,PROD1154,1,144.94,0.0,98.78
ITEM0004908,ORD503217,PROD1044,1,140.87,0.0,80.66
ITEM0004909,ORD503218,PROD1203,1,111.22,0.0,78.47
ITEM0004910,ORD503219,PROD1115,1,126.42,0.0,78.99
ITEM0004911,ORD503219,PROD1258,1,128.51,0.0,91.1
ITEM0004912,ORD503220,PROD1020,1,70.97,0.0,40.09
ITEM0004913,ORD503220,PROD1115,1,126.42,0.0,78.99
ITEM0004914,ORD503221,PROD1121,1,104.1,0.0,63.49
ITEM0004915,ORD503222,PROD1186,1,88.95,0.0,41.96
ITEM0004916,ORD503223,PROD1020,1,70.97,0.0,40.09
ITEM0004917,ORD503223,PROD1121,1,104.1,0.0,63.49
ITEM0004918,ORD503224,PROD1008,1,150.9,0.0,85.71
ITEM0004919,ORD503224,PROD1258,1,128.51,0.0,91.1
ITEM0004920,ORD503225,PROD1012,1,214.85,0.0,144.61
ITEM0004921,ORD503226,PROD1120,2,19.71,0.005,8.31
ITEM0004922,ORD503226,PROD1001,1,89.0,0.006,64.36
ITEM0004923,ORD503226,PROD1179,1,185.55,0.005,130.52
ITEM0004924,ORD503227,PROD1206,1,159.99,0.0,98.27
ITEM0004925,ORD503228,PROD1014,1,46.51,0.0,17.38
ITEM0004926,ORD503229,PROD1015,1,118.79,0.0,78.84
ITEM0004927,ORD503230,PROD1097,1,14.11,0.0,5.95
ITEM0004928,ORD503230,PROD1147,1,56.65,0.0,37.71
ITEM0004929,ORD503230,PROD1001,1,89.0,0.0,64.36
ITEM0004930,ORD503230,PROD1166,1,129.23,0.0,73.08
ITEM0004931,ORD503231,PROD1255,1,130.19,0.0,78.58
ITEM0004932,ORD503231,PROD1187,1,218.02,0.0,120.32
ITEM0004933,ORD503232,PROD1191,1,42.59,0.0,25.57
ITEM0004934,ORD503232,PROD1255,1,130.19,0.0,78.58
ITEM0004935,ORD503233,PROD1258,1,128.51,0.0,91.1
ITEM0004936,ORD503234,PROD1235,1,56.93,0.0,33.36
ITEM0004937,ORD503235,PROD1159,1,12.52,0.0,5.47
ITEM0004938,ORD503236,PROD1160,1,64.71,0.12,34.19
ITEM0004939,ORD503237,PROD1051,1,111.06,0.0,71.48
ITEM0004940,ORD503237,PROD1147,1,56.65,0.0,37.71
ITEM0004941,ORD503238,PROD1065,1,66.51,0.0,26.46
ITEM0004942,ORD503239,PROD1213,2,130.86,0.0,77.08
ITEM0004943,ORD503239,PROD1104,2,37.88,0.0,18.9
ITEM0004944,ORD503240,PROD1253,1,36.57,0.0,20.38
ITEM0004945,ORD503241,PROD1134,1,45.21,0.0,32.92
ITEM0004946,ORD503241,PROD1091,1,208.22,0.0,154.31
ITEM0004947,ORD503242,PROD1167,1,16.48,0.097,7.59
ITEM0004948,ORD503242,PROD1258,1,128.51,0.113,91.1
ITEM0004949,ORD503243,PROD1213,1,130.86,0.141,77.08
ITEM0004950,ORD503243,PROD1107,1,132.2,0.16,90.01
ITEM0004951,ORD503243,PROD1259,1,77.67,0.144,40.1
ITEM0004952,ORD503244,PROD1200,1,106.04,0.0,65.01
ITEM0004953,ORD503244,PROD1107,1,132.2,0.0,90.01
ITEM0004954,ORD503244,PROD1018,1,286.49,0.0,225.91
ITEM0004955,ORD503245,PROD1001,1,89.0,0.0,64.36
ITEM0004956,ORD503245,PROD1218,1,89.62,0.0,48.47
ITEM0004957,ORD503246,PROD1125,1,75.85,0.0,54.0
ITEM0004958,ORD503247,PROD1214,1,132.49,0.1,89.61
ITEM0004959,ORD503248,PROD1259,1,77.67,0.0,40.1
ITEM0004960,ORD503249,PROD1165,1,66.91,0.237,45.89
ITEM0004961,ORD503250,PROD1016,2,16.39,0.035,7.96
ITEM0004962,ORD503250,PROD1106,1,68.34,0.031,37.68
ITEM0004963,ORD503251,PROD1020,1,70.97,0.104,40.09
ITEM0004964,ORD503251,PROD1135,1,109.82,0.109,80.14
ITEM0004965,ORD503252,PROD1224,1,256.54,0.0,206.79
ITEM0004966,ORD503252,PROD1251,1,47.09,0.0,26.94
ITEM0004967,ORD503253,PROD1239,1,29.99,0.203,19.28
ITEM0004968,ORD503254,PROD1249,1,79.75,0.0,45.09
ITEM0004969,ORD503254,PROD1071,1,166.35,0.0,120.46
ITEM0004970,ORD503255,PROD1028,1,126.14,0.0,69.72
ITEM0004971,ORD503256,PROD1031,1,61.68,0.268,43.2
ITEM0004972,ORD503257,PROD1094,1,19.08,0.0,11.56
ITEM0004973,ORD503257,PROD1156,1,174.1,0.0,104.2
ITEM0004974,ORD503258,PROD1154,1,144.94,0.0,98.78
ITEM0004975,ORD503258,PROD1238,1,85.0,0.0,39.2
ITEM0004976,ORD503259,PROD1140,1,98.1,0.0,58.22
ITEM0004977,ORD503260,PROD1177,1,324.5,0.0,237.76
ITEM0004978,ORD503261,PROD1232,1,34.28,0.0,12.56
ITEM0004979,ORD503262,PROD1147,1,56.65,0.0,37.71
ITEM0004980,ORD503262,PROD1064,1,53.79,0.0,33.08
ITEM0004981,ORD503262,PROD1016,1,16.39,0.0,7.96
ITEM0004982,ORD503263,PROD1189,1,129.55,0.0,78.32
ITEM0004983,ORD503264,PROD1167,1,16.48,0.278,7.59
ITEM0004984,ORD503265,PROD1152,1,86.17,0.0,21.54
ITEM0004985,ORD503266,PROD1046,1,100.8,0.0,42.46
ITEM0004986,ORD503266,PROD1001,1,89.0,0.0,64.36
ITEM0004987,ORD503267,PROD1259,1,77.67,0.0,40.1
ITEM0004988,ORD503267,PROD1216,1,260.5,0.0,155.12
ITEM0004989,ORD503268,PROD1251,1,47.09,0.139,26.94
ITEM0004990,ORD503269,PROD1177,1,324.5,0.045,237.76
ITEM0004991,ORD503270,PROD1043,1,27.72,0.0,18.66
ITEM0004992,ORD503270,PROD1214,1,132.49,0.0,89.61
ITEM0004993,ORD503271,PROD1191,1,42.59,0.0,25.57
ITEM0004994,ORD503271,PROD1176,1,130.28,0.0,101.93
ITEM0004995,ORD503272,PROD1201,1,84.38,0.0,37.54
ITEM0004996,ORD503273,PROD1225,1,60.04,0.101,28.14
ITEM0004997,ORD503274,PROD1189,1,129.55,0.0,78.32
ITEM0004998,ORD503275,PROD1008,1,150.9,0.088,85.71
ITEM0004999,ORD503276,PROD1237,1,190.21,0.0,136.68
ITEM0005000,ORD503277,PROD1154,3,144.94,0.0,98.78
ITEM0005001,ORD503278,PROD1119,1,115.39,0.0,69.28
ITEM0005002,ORD503279,PROD1001,1,89.0,0.028,64.36
ITEM0005003,ORD503280,PROD1090,1,149.74,0.109,86.87
ITEM0005004,ORD503281,PROD1258,1,128.51,0.0,91.1
ITEM0005005,ORD503281,PROD1043,1,27.72,0.0,18.66
ITEM0005006,ORD503282,PROD1107,3,132.2,0.0,90.01
ITEM0005007,ORD503283,PROD1206,1,159.99,0.0,98.27
ITEM0005008,ORD503284,PROD1114,1,287.03,0.0,203.07
ITEM0005009,ORD503284,PROD1202,3,125.21,0.0,67.17
ITEM0005010,ORD503285,PROD1081,3,180.31,0.053,116.67
ITEM0005011,ORD503286,PROD1127,1,60.63,0.0,28.56
ITEM0005012,ORD503286,PROD1173,1,96.63,0.0,61.51
ITEM0005013,ORD503287,PROD1103,1,168.41,0.0,94.87
ITEM0005014,ORD503287,PROD1001,1,89.0,0.0,64.36
ITEM0005015,ORD503287,PROD1155,3,78.32,0.0,30.86
ITEM0005016,ORD503287,PROD1234,1,273.87,0.0,207.15
ITEM0005017,ORD503288,PROD1061,1,16.45,0.0,21.39
ITEM0005018,ORD503289,PROD1151,1,43.76,0.0,28.88
ITEM0005019,ORD503289,PROD1049,1,54.38,0.0,37.0
ITEM0005020,ORD503290,PROD1055,1,71.81,0.237,39.3
ITEM0005021,ORD503291,PROD1094,2,19.08,0.0,11.56
ITEM0005022,ORD503292,PROD1165,1,66.91,0.0,45.89
ITEM0005023,ORD503293,PROD1028,1,126.14,0.0,69.72
ITEM0005024,ORD503293,PROD1249,1,79.75,0.0,45.09
ITEM0005025,ORD503294,PROD1080,1,84.99,0.0,32.53
ITEM0005026,ORD503295,PROD1068,1,72.86,0.0,32.5
ITEM0005027,ORD503295,PROD1001,1,89.0,0.0,64.36
ITEM0005028,ORD503296,PROD1115,1,126.42,0.0,78.99
ITEM0005029,ORD503297,PROD1096,1,123.0,0.0,71.44
ITEM0005030,ORD503298,PROD1165,1,66.91,0.0,45.89
ITEM0005031,ORD503299,PROD1121,1,104.1,0.0,63.49
ITEM0005032,ORD503299,PROD1080,1,84.99,0.0,32.53
ITEM0005033,ORD503300,PROD1128,1,211.71,0.066,152.14
ITEM0005034,ORD503301,PROD1216,2,260.5,0.191,155.12
ITEM0005035,ORD503301,PROD1109,1,254.91,0.205,190.59
ITEM0005036,ORD503302,PROD1079,1,207.51,0.0,124.51
ITEM0005037,ORD503302,PROD1258,1,128.51,0.0,91.1
ITEM0005038,ORD503302,PROD1216,1,260.5,0.0,155.12
ITEM0005039,ORD503303,PROD1242,1,166.9,0.0,87.99
ITEM0005040,ORD503304,PROD1165,1,66.91,0.0,45.89
ITEM0005041,ORD503304,PROD1090,1,149.74,0.0,86.87
ITEM0005042,ORD503305,PROD1001,1,89.0,0.133,64.36
ITEM0005043,ORD503305,PROD1121,3,104.1,0.148,63.49
ITEM0005044,ORD503306,PROD1121,1,104.1,0.0,63.49
ITEM0005045,ORD503306,PROD1049,1,54.38,0.0,37.0
ITEM0005046,ORD503307,PROD1231,1,78.58,0.115,36.52
ITEM0005047,ORD503308,PROD1173,3,96.63,0.0,61.51
ITEM0005048,ORD503309,PROD1008,1,150.9,0.26,85.71
ITEM0005049,ORD503310,PROD1001,1,89.0,0.0,64.36
ITEM0005050,ORD503310,PROD1253,1,36.57,0.0,20.38
ITEM0005051,ORD503311,PROD1016,1,16.39,0.0,7.96
ITEM0005052,ORD503312,PROD1160,1,64.71,0.0,34.19
ITEM0005053,ORD503312,PROD1187,2,218.02,0.0,120.32
ITEM0005054,ORD503312,PROD1146,1,209.93,0.0,124.66
ITEM0005055,ORD503312,PROD1107,1,132.2,0.0,90.01
ITEM0005056,ORD503313,PROD1004,1,58.14,0.07,31.95
ITEM0005057,ORD503314,PROD1130,1,78.08,0.0,36.95
ITEM0005058,ORD503315,PROD1046,1,100.8,0.0,42.46
ITEM0005059,ORD503316,PROD1177,1,324.5,0.0,237.76
ITEM0005060,ORD503317,PROD1072,1,37.9,0.0,23.13
ITEM0005061,ORD503317,PROD1080,1,84.99,0.0,32.53
ITEM0005062,ORD503318,PROD1140,1,98.1,0.093,58.22
ITEM0005063,ORD503319,PROD1224,1,256.54,0.0,206.79
ITEM0005064,ORD503320,PROD1008,2,150.9,0.0,85.71
ITEM0005065,ORD503321,PROD1025,2,228.16,0.0,136.9
ITEM0005066,ORD503322,PROD1149,1,132.46,0.0,91.22
ITEM0005067,ORD503322,PROD1160,1,64.71,0.0,34.19
ITEM0005068,ORD503323,PROD1134,1,45.21,0.0,32.92
ITEM0005069,ORD503324,PROD1160,1,64.71,0.0,34.19
ITEM0005070,ORD503325,PROD1020,1,70.97,0.241,40.09
ITEM0005071,ORD503325,PROD1124,1,46.51,0.201,18.15
ITEM0005072,ORD503326,PROD1009,1,121.39,0.0,67.67
ITEM0005073,ORD503327,PROD1027,1,149.16,0.0,102.37
ITEM0005074,ORD503328,PROD1044,3,140.87,0.241,80.66
ITEM0005075,ORD503328,PROD1054,1,11.68,0.228,4.71
ITEM0005076,ORD503329,PROD1140,1,98.1,0.0,58.22
ITEM0005077,ORD503329,PROD1144,1,201.6,0.0,110.68
ITEM0005078,ORD503330,PROD1140,1,98.1,0.286,58.22
ITEM0005079,ORD503330,PROD1159,1,12.52,0.238,5.47
ITEM0005080,ORD503331,PROD1046,2,100.8,0.078,42.46
ITEM0005081,ORD503332,PROD1136,2,28.54,0.0,18.95
ITEM0005082,ORD503333,PROD1108,2,39.5,0.0,20.81
ITEM0005083,ORD503333,PROD1167,2,16.48,0.0,7.59
ITEM0005084,ORD503333,PROD1189,1,129.55,0.0,78.32
ITEM0005085,ORD503333,PROD1121,1,104.1,0.0,63.49
ITEM0005086,ORD503334,PROD1008,1,150.9,0.0,85.71
ITEM0005087,ORD503335,PROD1018,3,286.49,0.0,225.91
ITEM0005088,ORD503336,PROD1231,1,78.58,0.0,36.52
ITEM0005089,ORD503337,PROD1191,1,42.59,0.0,25.57
ITEM0005090,ORD503337,PROD1259,1,77.67,0.0,40.1
ITEM0005091,ORD503338,PROD1254,1,73.92,0.0,33.51
ITEM0005092,ORD503338,PROD1113,1,59.98,0.0,27.21
ITEM0005093,ORD503339,PROD1090,1,149.74,0.089,86.87
ITEM0005094,ORD503339,PROD1160,1,64.71,0.089,34.19
ITEM0005095,ORD503339,PROD1113,1,59.98,0.104,27.21
ITEM0005096,ORD503340,PROD1136,2,28.54,0.0,18.95
ITEM0005097,ORD503340,PROD1121,3,104.1,0.0,63.49
ITEM0005098,ORD503341,PROD1234,1,273.87,0.0,207.15
ITEM0005099,ORD503341,PROD1127,1,60.63,0.0,28.56
ITEM0005100,ORD503342,PROD1197,1,147.68,0.0,100.36
ITEM0005101,ORD503343,PROD1077,1,132.84,0.0,92.74
ITEM0005102,ORD503344,PROD1065,1,66.51,0.0,26.46
ITEM0005103,ORD503345,PROD1031,1,61.68,0.044,43.2
ITEM0005104,ORD503346,PROD1108,1,39.5,0.0,20.81
ITEM0005105,ORD503346,PROD1107,2,132.2,0.0,90.01
ITEM0005106,ORD503347,PROD1003,1,88.29,0.21,51.62
ITEM0005107,ORD503347,PROD1107,1,132.2,0.23,90.01
ITEM0005108,ORD503347,PROD1001,1,89.0,0.204,64.36
ITEM0005109,ORD503348,PROD1119,1,115.39,0.142,69.28
ITEM0005110,ORD503348,PROD1012,1,214.85,0.138,144.61
ITEM0005111,ORD503349,PROD1025,1,228.16,0.0,136.9
ITEM0005112,ORD503350,PROD1189,1,129.55,0.0,78.32
ITEM0005113,ORD503351,PROD1127,1,60.63,0.128,28.56
ITEM0005114,ORD503351,PROD1160,1,64.71,0.13,34.19
ITEM0005115,ORD503352,PROD1079,1,207.51,0.0,124.51
ITEM0005116,ORD503352,PROD1209,1,20.2,0.0,13.1
ITEM0005117,ORD503353,PROD1189,1,129.55,0.0,78.32
ITEM0005118,ORD503353,PROD1107,3,132.2,0.0,90.01
ITEM0005119,ORD503354,PROD1203,1,111.22,0.0,78.47
ITEM0005120,ORD503354,PROD1141,1,75.68,0.0,48.13
ITEM0005121,ORD503354,PROD1135,1,109.82,0.0,80.14
ITEM0005122,ORD503355,PROD1108,1,39.5,0.0,20.81
ITEM0005123,ORD503355,PROD1055,1,71.81,0.0,39.3
ITEM0005124,ORD503356,PROD1001,1,89.0,0.0,64.36
ITEM0005125,ORD503356,PROD1008,1,150.9,0.0,85.71
ITEM0005126,ORD503357,PROD1124,1,46.51,0.177,18.15
ITEM0005127,ORD503358,PROD1068,1,72.86,0.0,32.5
ITEM0005128,ORD503359,PROD1063,1,108.53,0.0,69.61
ITEM0005129,ORD503359,PROD1015,1,118.79,0.0,78.84
ITEM0005130,ORD503360,PROD1160,1,64.71,0.0,34.19
ITEM0005131,ORD503360,PROD1044,1,140.87,0.0,80.66
ITEM0005132,ORD503361,PROD1239,1,29.99,0.0,19.28
ITEM0005133,ORD503361,PROD1057,1,47.42,0.0,34.17
ITEM0005134,ORD503362,PROD1155,1,78.32,0.0,30.86
ITEM0005135,ORD503363,PROD1189,1,129.55,0.0,78.32
ITEM0005136,ORD503364,PROD1008,1,150.9,0.028,85.71
ITEM0005137,ORD503365,PROD1107,1,132.2,0.0,90.01
ITEM0005138,ORD503366,PROD1020,1,70.97,0.0,40.09
ITEM0005139,ORD503367,PROD1255,1,130.19,0.168,78.58
ITEM0005140,ORD503368,PROD1194,1,157.0,0.0,87.34
ITEM0005141,ORD503369,PROD1189,1,129.55,0.0,78.32
ITEM0005142,ORD503370,PROD1222,1,141.48,0.0,84.89
ITEM0005143,ORD503370,PROD1166,2,129.23,0.0,73.08
ITEM0005144,ORD503370,PROD1152,1,86.17,0.0,21.54
ITEM0005145,ORD503371,PROD1187,1,218.02,0.0,120.32
ITEM0005146,ORD503372,PROD1258,1,128.51,0.162,91.1
ITEM0005147,ORD503372,PROD1067,2,71.76,0.162,33.06
ITEM0005148,ORD503372,PROD1001,1,89.0,0.166,64.36
ITEM0005149,ORD503372,PROD1117,1,186.91,0.153,124.25
ITEM0005150,ORD503373,PROD1227,1,163.54,0.0,99.87
ITEM0005151,ORD503374,PROD1139,1,297.03,0.0,189.95
ITEM0005152,ORD503375,PROD1033,1,185.77,0.0,136.62
ITEM0005153,ORD503375,PROD1090,2,149.74,0.0,86.87
ITEM0005154,ORD503376,PROD1249,3,79.75,0.0,45.09
ITEM0005155,ORD503377,PROD1016,1,16.39,0.159,7.96
ITEM0005156,ORD503377,PROD1054,1,11.68,0.147,4.71
ITEM0005157,ORD503378,PROD1204,1,54.71,0.0,26.85
ITEM0005158,ORD503379,PROD1230,1,138.35,0.0,90.75
ITEM0005159,ORD503380,PROD1059,1,38.65,0.0,24.43
ITEM0005160,ORD503380,PROD1015,2,118.79,0.0,78.84
ITEM0005161,ORD503381,PROD1131,1,78.43,0.0,31.53
ITEM0005162,ORD503381,PROD1001,3,89.0,0.0,64.36
ITEM0005163,ORD503382,PROD1127,2,60.63,0.0,28.56
ITEM0005164,ORD503382,PROD1222,1,141.48,0.0,84.89
ITEM0005165,ORD503383,PROD1213,1,130.86,0.0,77.08
ITEM0005166,ORD503384,PROD1080,2,84.99,0.0,32.53
ITEM0005167,ORD503385,PROD1107,1,132.2,0.0,90.01
ITEM0005168,ORD503386,PROD1079,1,207.51,0.0,124.51
ITEM0005169,ORD503387,PROD1108,3,39.5,0.106,20.81
ITEM0005170,ORD503388,PROD1249,1,79.75,0.272,45.09
ITEM0005171,ORD503389,PROD1028,1,126.14,0.0,69.72
ITEM0005172,ORD503390,PROD1090,1,149.74,0.155,86.87
ITEM0005173,ORD503390,PROD1258,1,128.51,0.191,91.1
ITEM0005174,ORD503390,PROD1039,1,138.43,0.177,91.42
ITEM0005175,ORD503391,PROD1090,1,149.74,0.0,86.87
ITEM0005176,ORD503392,PROD1090,1,149.74,0.0,86.87
ITEM0005177,ORD503392,PROD1249,1,79.75,0.0,45.09
ITEM0005178,ORD503393,PROD1235,1,56.93,0.0,33.36
ITEM0005179,ORD503394,PROD1246,1,166.72,0.024,104.75
ITEM0005180,ORD503395,PROD1111,1,212.9,0.24,125.86
ITEM0005181,ORD503396,PROD1008,1,150.9,0.194,85.71
ITEM0005182,ORD503397,PROD1249,1,79.75,0.0,45.09
ITEM0005183,ORD503398,PROD1184,3,16.83,0.0,6.54
ITEM0005184,ORD503398,PROD1065,1,66.51,0.0,26.46
ITEM0005185,ORD503399,PROD1001,1,89.0,0.0,64.36
ITEM0005186,ORD503399,PROD1152,1,86.17,0.0,21.54
ITEM0005187,ORD503400,PROD1152,1,86.17,0.0,21.54
ITEM0005188,ORD503400,PROD1126,1,212.95,0.0,123.68
ITEM0005189,ORD503400,PROD1234,1,273.87,0.0,207.15
ITEM0005190,ORD503401,PROD1250,1,64.46,0.0,31.5
ITEM0005191,ORD503402,PROD1001,1,89.0,0.0,64.36
ITEM0005192,ORD503402,PROD1135,3,109.82,0.0,80.14
ITEM0005193,ORD503403,PROD1189,1,129.55,0.0,78.32
ITEM0005194,ORD503403,PROD1071,1,166.35,0.0,120.46
ITEM0005195,ORD503404,PROD1167,3,16.48,0.0,7.59
ITEM0005196,ORD503404,PROD1067,1,71.76,0.0,33.06
ITEM0005197,ORD503404,PROD1214,1,132.49,0.0,89.61
ITEM0005198,ORD503404,PROD1127,2,60.63,0.0,28.56
ITEM0005199,ORD503405,PROD1165,1,66.91,0.219,45.89
ITEM0005200,ORD503406,PROD1093,1,202.57,0.0,144.05
ITEM0005201,ORD503407,PROD1249,1,79.75,0.0,45.09
ITEM0005202,ORD503407,PROD1075,1,60.21,0.0,43.8
ITEM0005203,ORD503408,PROD1012,1,214.85,0.0,144.61
ITEM0005204,ORD503409,PROD1189,2,129.55,0.0,78.32
ITEM0005205,ORD503410,PROD1165,1,66.91,0.289,45.89
ITEM0005206,ORD503411,PROD1046,1,100.8,0.0,42.46
ITEM0005207,ORD503411,PROD1184,1,16.83,0.0,6.54
ITEM0005208,ORD503412,PROD1179,1,185.55,0.118,130.52
ITEM0005209,ORD503413,PROD1206,1,159.99,0.143,98.27
ITEM0005210,ORD503413,PROD1126,1,212.95,0.128,123.68
ITEM0005211,ORD503414,PROD1147,1,56.65,0.0,37.71
ITEM0005212,ORD503415,PROD1010,2,24.74,0.279,13.23
ITEM0005213,ORD503416,PROD1167,2,16.48,0.0,7.59
ITEM0005214,ORD503417,PROD1180,1,183.8,0.0,94.12
ITEM0005215,ORD503417,PROD1095,1,110.92,0.0,66.98
ITEM0005216,ORD503418,PROD1046,1,100.8,0.0,42.46
ITEM0005217,ORD503418,PROD1187,3,218.02,0.0,120.32
ITEM0005218,ORD503419,PROD1191,1,42.59,0.0,25.57
ITEM0005219,ORD503420,PROD1191,1,42.59,0.0,25.57
ITEM0005220,ORD503420,PROD1159,1,12.52,0.0,5.47
ITEM0005221,ORD503421,PROD1259,1,77.67,0.271,40.1
ITEM0005222,ORD503422,PROD1031,1,61.68,0.0,43.2
ITEM0005223,ORD503423,PROD1222,1,141.48,0.0,84.89
ITEM0005224,ORD503424,PROD1027,1,149.16,0.0,102.37
ITEM0005225,ORD503425,PROD1219,1,68.14,0.0,37.75
ITEM0005226,ORD503426,PROD1227,1,163.54,0.0,99.87
ITEM0005227,ORD503427,PROD1065,1,66.51,0.0,26.46
ITEM0005228,ORD503427,PROD1090,1,149.74,0.0,86.87
ITEM0005229,ORD503428,PROD1001,1,89.0,0.0,64.36
ITEM0005230,ORD503428,PROD1108,1,39.5,0.0,20.81
ITEM0005231,ORD503429,PROD1037,1,121.73,0.077,96.58
ITEM0005232,ORD503430,PROD1104,1,37.88,0.0,18.9
ITEM0005233,ORD503431,PROD1052,1,122.41,0.0,99.57
ITEM0005234,ORD503432,PROD1179,1,185.55,0.237,130.52
ITEM0005235,ORD503433,PROD1249,1,79.75,0.0,45.09
ITEM0005236,ORD503433,PROD1001,1,89.0,0.0,64.36
ITEM0005237,ORD503434,PROD1239,1,29.99,0.0,19.28
ITEM0005238,ORD503435,PROD1203,1,111.22,0.0,78.47
ITEM0005239,ORD503435,PROD1213,1,130.86,0.0,77.08
ITEM0005240,ORD503436,PROD1009,1,121.39,0.0,67.67
ITEM0005241,ORD503437,PROD1055,1,71.81,0.054,39.3
ITEM0005242,ORD503438,PROD1005,1,64.66,0.217,40.78
ITEM0005243,ORD503438,PROD1152,1,86.17,0.247,21.54
ITEM0005244,ORD503439,PROD1043,1,27.72,0.095,18.66
ITEM0005245,ORD503439,PROD1239,1,29.99,0.101,19.28
ITEM0005246,ORD503440,PROD1107,1,132.2,0.0,90.01
ITEM0005247,ORD503440,PROD1168,1,192.13,0.0,116.34
ITEM0005248,ORD503441,PROD1215,1,71.79,0.21,51.51
ITEM0005249,ORD503442,PROD1014,1,46.51,0.0,17.38
ITEM0005250,ORD503443,PROD1019,1,132.53,0.0,71.39
ITEM0005251,ORD503444,PROD1207,3,31.62,0.0,20.07
ITEM0005252,ORD503445,PROD1031,1,61.68,0.246,43.2
ITEM0005253,ORD503446,PROD1050,1,159.48,0.226,102.33
ITEM0005254,ORD503447,PROD1187,1,218.02,0.0,120.32
ITEM0005255,ORD503447,PROD1249,1,79.75,0.0,45.09
ITEM0005256,ORD503448,PROD1191,1,42.59,0.03,25.57
ITEM0005257,ORD503449,PROD1195,1,41.23,0.118,17.79
ITEM0005258,ORD503450,PROD1109,1,254.91,0.0,190.59
ITEM0005259,ORD503450,PROD1150,1,194.91,0.0,108.75
ITEM0005260,ORD503451,PROD1065,2,66.51,0.0,26.46
ITEM0005261,ORD503452,PROD1177,1,324.5,0.0,237.76
ITEM0005262,ORD503453,PROD1001,1,89.0,0.0,64.36
ITEM0005263,ORD503453,PROD1095,1,110.92,0.0,66.98
ITEM0005264,ORD503453,PROD1055,1,71.81,0.0,39.3
ITEM0005265,ORD503453,PROD1173,1,96.63,0.0,61.51
ITEM0005266,ORD503454,PROD1043,1,27.72,0.0,18.66
ITEM0005267,ORD503455,PROD1058,3,61.33,0.0,33.92
ITEM0005268,ORD503456,PROD1126,1,212.95,0.0,123.68
ITEM0005269,ORD503456,PROD1028,1,126.14,0.0,69.72
ITEM0005270,ORD503457,PROD1239,1,29.99,0.199,19.28
ITEM0005271,ORD503457,PROD1001,1,89.0,0.211,64.36
ITEM0005272,ORD503457,PROD1213,1,130.86,0.2,77.08
ITEM0005273,ORD503458,PROD1070,1,87.92,0.0,48.84
ITEM0005274,ORD503459,PROD1195,1,41.23,0.0,17.79
ITEM0005275,ORD503460,PROD1044,3,140.87,0.0,80.66
ITEM0005276,ORD503460,PROD1213,1,130.86,0.0,77.08
ITEM0005277,ORD503461,PROD1147,1,56.65,0.0,37.71
ITEM0005278,ORD503461,PROD1238,1,85.0,0.0,39.2
ITEM0005279,ORD503461,PROD1169,1,285.61,0.0,198.6
ITEM0005280,ORD503462,PROD1034,1,47.1,0.0,27.87
ITEM0005281,ORD503462,PROD1094,1,19.08,0.0,11.56
ITEM0005282,ORD503463,PROD1059,1,38.65,0.0,24.43
ITEM0005283,ORD503463,PROD1018,1,286.49,0.0,225.91
ITEM0005284,ORD503464,PROD1080,1,84.99,0.0,32.53
ITEM0005285,ORD503464,PROD1207,1,31.62,0.0,20.07
ITEM0005286,ORD503464,PROD1251,2,47.09,0.0,26.94
ITEM0005287,ORD503465,PROD1159,1,12.52,0.0,5.47
ITEM0005288,ORD503466,PROD1017,1,85.76,0.034,49.29
ITEM0005289,ORD503467,PROD1001,1,89.0,0.274,64.36
ITEM0005290,ORD503468,PROD1015,1,118.79,0.103,78.84
ITEM0005291,ORD503469,PROD1001,1,89.0,0.0,64.36
ITEM0005292,ORD503469,PROD1216,1,260.5,0.0,155.12
ITEM0005293,ORD503470,PROD1055,1,71.81,0.029,39.3
ITEM0005294,ORD503471,PROD1169,1,285.61,0.0,198.6
ITEM0005295,ORD503471,PROD1203,3,111.22,0.0,78.47
