event_id,customer_id,session_id,event_timestamp,device,traffic_source,event_type,product_id
EVT00011326,CUST106217,bb3bb027-716,2023-09-03 00:29:00,Mobile,Organic Search,site_visit,
EVT00011327,CUST106217,bb3bb027-716,2023-09-03 00:31:00,Mobile,Organic Search,product_view,PROD1196
EVT00011328,CUST102343,60955882-fbd,2024-04-02 05:23:00,Mobile,Email,site_visit,
EVT00011329,,6c50d4db-e1d,2025-03-24 00:27:00,Mobile,Paid Search,site_visit,
EVT00011330,CUST105141,e2f02199-4e7,2024-03-21 22:44:00,Mobile,Direct,site_visit,
EVT00011331,CUST105141,e2f02199-4e7,2024-03-21 22:49:00,Mobile,Direct,product_view,PROD1069
EVT00011332,CUST103769,7cdf0a8c-d9e,2025-03-15 20:03:00,Mobile,Organic Search,site_visit,
EVT00011333,,d466cef3-c24,2025-01-07 03:23:00,Desktop,Organic Search,site_visit,
EVT00011334,CUST101162,efcd40d4-5a8,2024-12-08 13:51:00,Desktop,Paid Search,site_visit,
EVT00011335,CUST101162,efcd40d4-5a8,2024-12-08 13:54:00,Desktop,Paid Search,product_view,PROD1233
EVT00011336,CUST102840,731d7e11-980,2023-01-15 16:48:00,Mobile,Social Media,site_visit,
EVT00011337,CUST101769,57899140-05f,2025-12-18 16:58:00,Desktop,Organic Search,site_visit,
EVT00011338,CUST101769,57899140-05f,2025-12-18 17:01:00,Desktop,Organic Search,product_view,PROD1240
EVT00011339,CUST106944,1ffd7cb1-638,2024-06-17 07:04:00,Desktop,Paid Search,site_visit,
EVT00011340,CUST106944,1ffd7cb1-638,2024-06-17 07:08:00,Desktop,Paid Search,product_view,PROD1224
EVT00011341,CUST106944,1ffd7cb1-638,2024-06-17 07:13:00,Desktop,Paid Search,add_to_cart,PROD1149
EVT00011342,CUST106944,1ffd7cb1-638,2024-06-17 07:14:00,Desktop,Paid Search,checkout_start,PROD1173
EVT00011343,CUST106944,1ffd7cb1-638,2024-06-17 07:19:00,Desktop,Paid Search,purchase,PROD1036
EVT00011344,,0161a240-380,2024-12-20 03:48:00,Mobile,Organic Search,site_visit,
EVT00011345,,0161a240-380,2024-12-20 03:50:00,Mobile,Organic Search,product_view,PROD1239
EVT00011346,CUST104580,21dea0bf-206,2025-06-20 16:05:00,Mobile,Social Media,site_visit,
EVT00011347,CUST104580,21dea0bf-206,2025-06-20 16:08:00,Mobile,Social Media,product_view,PROD1238
EVT00011348,CUST104580,21dea0bf-206,2025-06-20 16:09:00,Mobile,Social Media,add_to_cart,PROD1179
EVT00011349,CUST104580,21dea0bf-206,2025-06-20 16:14:00,Mobile,Social Media,checkout_start,PROD1124
EVT00011350,CUST103065,6501b6a7-d0c,2023-01-02 10:45:00,Mobile,Organic Search,site_visit,
EVT00011351,CUST102909,5363bdc4-1d6,2024-04-20 16:31:00,Mobile,Paid Search,site_visit,
EVT00011352,CUST102909,5363bdc4-1d6,2024-04-20 16:36:00,Mobile,Paid Search,product_view,PROD1027
EVT00011353,,af7090a7-64b,2024-04-26 10:13:00,Desktop,Paid Search,site_visit,
EVT00011354,,af7090a7-64b,2024-04-26 10:15:00,Desktop,Paid Search,product_view,PROD1096
EVT00011355,CUST102122,1faa59c6-249,2023-03-23 00:48:00,Mobile,Email,site_visit,
EVT00011356,CUST102122,1faa59c6-249,2023-03-23 00:52:00,Mobile,Email,product_view,PROD1105
EVT00011357,CUST102122,1faa59c6-249,2023-03-23 00:57:00,Mobile,Email,add_to_cart,PROD1051
EVT00011358,CUST102122,1faa59c6-249,2023-03-23 01:00:00,Mobile,Email,checkout_start,PROD1058
EVT00011359,CUST103177,06d13a67-b0f,2024-05-25 01:44:00,Tablet,Social Media,site_visit,
EVT00011360,CUST103177,06d13a67-b0f,2024-05-25 01:47:00,Tablet,Social Media,product_view,PROD1044
EVT00011361,CUST103177,06d13a67-b0f,2024-05-25 01:49:00,Tablet,Social Media,add_to_cart,PROD1058
EVT00011362,CUST103177,06d13a67-b0f,2024-05-25 01:50:00,Tablet,Social Media,checkout_start,PROD1030
EVT00011363,CUST105083,18dbab07-669,2024-02-19 21:19:00,Tablet,Direct,site_visit,
EVT00011364,,9068c5a2-84d,2023-10-07 14:29:00,Desktop,Organic Search,site_visit,
EVT00011365,,9068c5a2-84d,2023-10-07 14:33:00,Desktop,Organic Search,product_view,PROD1202
EVT00011366,CUST106728,98b645b1-6d8,2025-05-19 02:34:00,Tablet,Organic Search,site_visit,
EVT00011367,CUST106728,98b645b1-6d8,2025-05-19 02:36:00,Tablet,Organic Search,product_view,PROD1017
EVT00011368,CUST106728,98b645b1-6d8,2025-05-19 02:39:00,Tablet,Organic Search,add_to_cart,PROD1257
EVT00011369,CUST106728,98b645b1-6d8,2025-05-19 02:43:00,Tablet,Organic Search,checkout_start,PROD1226
EVT00011370,CUST106728,98b645b1-6d8,2025-05-19 02:46:00,Tablet,Organic Search,purchase,PROD1086
EVT00011371,CUST101420,a94f73ba-583,2024-01-12 08:32:00,Desktop,Paid Search,site_visit,
EVT00011372,CUST101420,a94f73ba-583,2024-01-12 08:36:00,Desktop,Paid Search,product_view,PROD1087
EVT00011373,,723bc55a-cc3,2023-02-22 00:24:00,Desktop,Organic Search,site_visit,
EVT00011374,,723bc55a-cc3,2023-02-22 00:27:00,Desktop,Organic Search,product_view,PROD1249
EVT00011375,CUST101704,c8cab709-814,2024-06-10 23:15:00,Mobile,Paid Search,site_visit,
EVT00011376,CUST101704,c8cab709-814,2024-06-10 23:18:00,Mobile,Paid Search,product_view,PROD1084
EVT00011377,CUST101603,2f91c96e-e82,2023-06-11 06:43:00,Mobile,Social Media,site_visit,
EVT00011378,CUST105377,7b8eb1d8-649,2024-09-09 10:31:00,Desktop,Email,site_visit,
EVT00011379,CUST105377,7b8eb1d8-649,2024-09-09 10:35:00,Desktop,Email,product_view,PROD1109
EVT00011380,CUST105377,7b8eb1d8-649,2024-09-09 10:39:00,Desktop,Email,add_to_cart,PROD1064
EVT00011381,CUST105377,7b8eb1d8-649,2024-09-09 10:41:00,Desktop,Email,checkout_start,PROD1200
EVT00011382,,509dbbe0-835,2023-10-30 11:03:00,Desktop,Paid Search,site_visit,
EVT00011383,CUST105134,dbee764f-8ab,2024-01-03 10:06:00,Desktop,Direct,site_visit,
EVT00011384,CUST105134,dbee764f-8ab,2024-01-03 10:10:00,Desktop,Direct,product_view,PROD1028
EVT00011385,,958c034b-3c3,2023-02-19 00:06:00,Tablet,Email,site_visit,
EVT00011386,CUST101910,73b54ee3-91b,2024-01-16 16:15:00,Mobile,Social Media,site_visit,
EVT00011387,CUST106766,a432f6e1-90b,2024-03-15 00:37:00,Mobile,Referral,site_visit,
EVT00011388,CUST101932,e2a122a1-c27,2024-12-25 13:13:00,Mobile,Organic Search,site_visit,
EVT00011389,CUST101661,8bb86c7d-20c,2024-07-13 15:19:00,Mobile,Social Media,site_visit,
EVT00011390,CUST103977,4fc4a349-e70,2024-04-05 02:31:00,Mobile,Email,site_visit,
EVT00011391,CUST103977,4fc4a349-e70,2024-04-05 02:35:00,Mobile,Email,product_view,PROD1075
EVT00011392,CUST105390,810ae3e2-f2c,2024-07-20 00:43:00,Mobile,Referral,site_visit,
EVT00011393,,ae66416e-962,2023-07-11 14:56:00,Mobile,Referral,site_visit,
EVT00011394,CUST101162,2effdee4-0fd,2025-02-12 07:37:00,Mobile,Email,site_visit,
EVT00011395,,9cc5abf5-b2c,2025-04-18 13:13:00,Mobile,Organic Search,site_visit,
EVT00011396,,9cc5abf5-b2c,2025-04-18 13:18:00,Mobile,Organic Search,product_view,PROD1101
EVT00011397,,9cc5abf5-b2c,2025-04-18 13:23:00,Mobile,Organic Search,add_to_cart,PROD1045
EVT00011398,CUST104628,c63eaf2d-4eb,2025-04-26 03:51:00,Mobile,Social Media,site_visit,
EVT00011399,CUST104628,c63eaf2d-4eb,2025-04-26 03:53:00,Mobile,Social Media,product_view,PROD1171
EVT00011400,CUST100190,5aa78ff8-4ae,2025-01-28 00:59:00,Mobile,Email,site_visit,
EVT00011401,CUST100190,5aa78ff8-4ae,2025-01-28 01:01:00,Mobile,Email,product_view,PROD1031
EVT00011402,CUST100190,5aa78ff8-4ae,2025-01-28 01:06:00,Mobile,Email,add_to_cart,PROD1037
EVT00011403,CUST103059,548df507-248,2024-11-13 11:23:00,Mobile,Referral,site_visit,
EVT00011404,CUST103059,548df507-248,2024-11-13 11:24:00,Mobile,Referral,product_view,PROD1251
EVT00011405,CUST103059,548df507-248,2024-11-13 11:26:00,Mobile,Referral,add_to_cart,PROD1122
EVT00011406,CUST103059,548df507-248,2024-11-13 11:29:00,Unknown,Referral,checkout_start,PROD1204
EVT00011407,CUST101663,481a7a80-0a3,2023-09-29 07:05:00,Mobile,Direct,site_visit,
EVT00011408,CUST101663,481a7a80-0a3,2023-09-29 07:08:00,Mobile,Direct,product_view,PROD1150
EVT00011409,CUST100271,ceb6813f-995,2024-08-21 15:57:00,Mobile,Organic Search,site_visit,
EVT00011410,CUST102749,8340c376-e6a,2024-04-03 10:40:00,Desktop,Paid Search,site_visit,
EVT00011411,CUST106164,bf8e6cde-e8e,2024-12-14 10:10:00,Mobile,Social Media,site_visit,
EVT00011412,CUST106038,ab6fb0d7-830,2025-04-03 08:17:00,Desktop,Social Media,site_visit,
EVT00011413,CUST106038,ab6fb0d7-830,2025-04-03 08:20:00,Desktop,Social Media,product_view,PROD1158
EVT00011414,CUST102408,f2ab0ab8-b00,2025-06-01 03:23:00,Mobile,Organic Search,site_visit,
EVT00011415,CUST102408,f2ab0ab8-b00,2025-06-01 03:27:00,Mobile,Organic Search,product_view,PROD1129
EVT00011416,CUST102408,f2ab0ab8-b00,2025-06-01 03:32:00,Mobile,Organic Search,add_to_cart,PROD1084
EVT00011417,CUST102408,f2ab0ab8-b00,2025-06-01 03:35:00,Mobile,Organic Search,checkout_start,PROD1177
EVT00011418,,37051ea7-9b2,2024-02-06 22:41:00,Unknown,Social Media,site_visit,
EVT00011419,,37051ea7-9b2,2024-02-06 22:44:00,Mobile,Social Media,product_view,PROD1005
EVT00011420,,37051ea7-9b2,2024-02-06 22:45:00,Mobile,Social Media,add_to_cart,PROD1036
EVT00011421,CUST100418,47863b18-dbd,2025-04-22 11:46:00,Desktop,Organic Search,site_visit,
EVT00011422,CUST100418,47863b18-dbd,2025-04-22 11:50:00,Desktop,Organic Search,product_view,PROD1082
EVT00011423,CUST100418,47863b18-dbd,2025-04-22 11:53:00,Desktop,Organic Search,add_to_cart,PROD1196
EVT00011424,CUST100418,47863b18-dbd,2025-04-22 11:58:00,Desktop,Organic Search,checkout_start,PROD1032
EVT00011425,CUST100418,47863b18-dbd,2025-04-22 12:00:00,Desktop,Organic Search,purchase,PROD1113
EVT00011426,CUST106495,1e7100d1-cd8,2025-04-21 00:34:00,Mobile,Organic Search,site_visit,
EVT00011427,CUST106495,1e7100d1-cd8,2025-04-21 00:36:00,Mobile,Organic Search,product_view,PROD1133
EVT00011428,CUST106495,1e7100d1-cd8,2025-04-21 00:38:00,Mobile,Organic Search,add_to_cart,PROD1080
EVT00011429,CUST106495,1e7100d1-cd8,2025-04-21 00:42:00,Mobile,Organic Search,checkout_start,PROD1254
EVT00011430,CUST106495,1e7100d1-cd8,2025-04-21 00:45:00,Mobile,Organic Search,purchase,PROD1155
EVT00011431,CUST103565,35951ce0-422,2023-11-29 02:02:00,Mobile,Email,site_visit,
EVT00011432,CUST103565,35951ce0-422,2023-11-29 02:04:00,Mobile,Email,product_view,PROD1097
EVT00011433,CUST103565,35951ce0-422,2023-11-29 02:06:00,Mobile,Email,add_to_cart,PROD1183
EVT00011434,CUST103565,35951ce0-422,2023-11-29 02:10:00,Mobile,Email,checkout_start,PROD1069
EVT00011435,CUST106080,0a3002bd-951,2025-09-25 23:20:00,Desktop,Paid Search,site_visit,
EVT00011436,CUST102169,1fbdbbb0-9b1,2023-02-23 13:37:00,Desktop,Organic Search,site_visit,
EVT00011437,CUST102169,1fbdbbb0-9b1,2023-02-23 13:39:00,Desktop,Organic Search,product_view,PROD1176
EVT00011438,CUST106937,a000bb79-201,2025-10-30 20:11:00,Mobile,Paid Search,site_visit,
EVT00011439,CUST106937,a000bb79-201,2025-10-30 20:13:00,Mobile,Paid Search,product_view,PROD1017
EVT00011440,CUST101280,38d6ba29-376,2025-11-28 08:24:00,Unknown,Paid Search,site_visit,
EVT00011441,CUST104668,28f55494-de5,2025-02-01 15:31:00,Desktop,Direct,site_visit,
EVT00011442,CUST106370,72fd215c-bd5,2025-05-20 00:34:00,Mobile,Email,site_visit,
EVT00011443,CUST106370,72fd215c-bd5,2025-05-20 00:36:00,Mobile,Email,product_view,PROD1228
EVT00011444,CUST103679,db706bed-888,2025-05-06 15:49:00,Mobile,Paid Search,site_visit,
EVT00011445,CUST103679,db706bed-888,2025-05-06 15:53:00,Mobile,Paid Search,product_view,PROD1143
EVT00011446,CUST103679,db706bed-888,2025-05-06 15:54:00,Unknown,Paid Search,add_to_cart,PROD1242
EVT00011447,CUST103679,db706bed-888,2025-05-06 15:59:00,Mobile,Paid Search,checkout_start,PROD1041
EVT00011448,CUST103679,db706bed-888,2025-05-06 16:03:00,Mobile,Paid Search,purchase,PROD1190
EVT00011449,CUST106989,f30150ed-614,2023-08-14 12:25:00,Mobile,Referral,site_visit,
EVT00011450,CUST106989,f30150ed-614,2023-08-14 12:28:00,Mobile,Referral,product_view,PROD1055
EVT00011451,CUST103705,245cc344-d98,2024-07-30 20:04:00,Mobile,Referral,site_visit,
EVT00011452,,4f0181b0-0aa,2025-06-05 12:01:00,Mobile,Direct,site_visit,
EVT00011453,,4f0181b0-0aa,2025-06-05 12:04:00,Mobile,Direct,product_view,PROD1157
EVT00011454,,4f0181b0-0aa,2025-06-05 12:06:00,Mobile,Direct,add_to_cart,PROD1132
EVT00011455,,4f0181b0-0aa,2025-06-05 12:08:00,Mobile,Direct,checkout_start,PROD1187
EVT00011456,,4f0181b0-0aa,2025-06-05 12:11:00,Mobile,Direct,purchase,PROD1075
EVT00011457,CUST105820,7d71399a-8ca,2024-02-24 17:45:00,Desktop,Social Media,site_visit,
EVT00011458,CUST104550,bf7d35fb-b6a,2023-05-16 01:49:00,Mobile,Organic Search,site_visit,
EVT00011459,CUST104931,6ce7a2a4-e11,2024-08-21 06:57:00,Desktop,Organic Search,site_visit,
EVT00011460,CUST104931,6ce7a2a4-e11,2024-08-21 06:59:00,Desktop,Organic Search,product_view,PROD1203
EVT00011461,CUST102179,645c2cab-87f,2023-09-28 15:25:00,Desktop,Social Media,site_visit,
EVT00011462,,dbf4d35c-50d,2024-11-12 08:25:00,Tablet,Social Media,site_visit,
EVT00011463,,dbf4d35c-50d,2024-11-12 08:28:00,Tablet,Social Media,product_view,PROD1011
EVT00011464,,dbf4d35c-50d,2024-11-12 08:29:00,Tablet,Social Media,add_to_cart,PROD1129
EVT00011465,,dbf4d35c-50d,2024-11-12 08:30:00,Tablet,Social Media,checkout_start,PROD1002
EVT00011466,,dbf4d35c-50d,2024-11-12 08:33:00,Tablet,Social Media,purchase,PROD1185
EVT00011467,CUST100809,c69046bb-cf2,2023-12-16 03:51:00,Tablet,Organic Search,site_visit,
EVT00011468,CUST105861,8b3a6e12-c7b,2025-11-16 00:10:00,Mobile,Organic Search,site_visit,
EVT00011469,CUST105861,8b3a6e12-c7b,2025-11-16 00:13:00,Mobile,Organic Search,product_view,PROD1187
EVT00011470,CUST103733,fef08687-d02,2023-01-28 12:35:00,Mobile,Direct,site_visit,
EVT00011471,CUST103733,fef08687-d02,2023-01-28 12:37:00,Mobile,Direct,product_view,PROD1168
EVT00011472,CUST105123,c4199afd-287,2025-12-12 12:41:00,Mobile,Email,site_visit,
EVT00011473,,b0dda2f0-ea7,2024-05-16 22:08:00,Tablet,Paid Search,site_visit,
EVT00011474,,d51720a0-f89,2024-12-19 01:53:00,Mobile,Paid Search,site_visit,
EVT00011475,CUST104654,f501a7f3-5db,2023-06-05 19:35:00,Mobile,Email,site_visit,
EVT00011476,CUST104654,f501a7f3-5db,2023-06-05 19:37:00,Mobile,Email,product_view,PROD1187
EVT00011477,CUST104593,dff83863-bce,2023-08-17 20:47:00,Mobile,Direct,site_visit,
EVT00011478,CUST104593,dff83863-bce,2023-08-17 20:51:00,Mobile,Direct,product_view,PROD1193
EVT00011479,CUST104804,7acc4d14-ab3,2024-12-16 18:07:00,Mobile,Organic Search,site_visit,
EVT00011480,CUST104804,7acc4d14-ab3,2024-12-16 18:09:00,Mobile,Organic Search,product_view,PROD1106
EVT00011481,CUST104804,7acc4d14-ab3,2024-12-16 18:10:00,Mobile,Organic Search,add_to_cart,PROD1158
EVT00011482,CUST104804,7acc4d14-ab3,2024-12-16 18:15:00,Mobile,Organic Search,checkout_start,PROD1051
EVT00011483,CUST104804,7acc4d14-ab3,2024-12-16 18:16:00,Mobile,Organic Search,purchase,PROD1099
EVT00011484,CUST101043,c618ae3d-9f2,2023-01-18 07:20:00,Desktop,Paid Search,site_visit,
EVT00011485,CUST101043,c618ae3d-9f2,2023-01-18 07:21:00,Desktop,Paid Search,product_view,PROD1158
EVT00011486,CUST103748,c6fbb6b2-fb2,2023-04-13 16:54:00,Desktop,Social Media,site_visit,
EVT00011487,CUST103748,c6fbb6b2-fb2,2023-04-13 16:56:00,Desktop,Social Media,product_view,PROD1065
EVT00011488,CUST101046,0d6bf315-07c,2023-06-27 08:26:00,Desktop,Email,site_visit,
EVT00011489,CUST101046,0d6bf315-07c,2023-06-27 08:28:00,Desktop,Email,product_view,PROD1134
EVT00011490,CUST106691,e10da6c8-1f1,2024-11-26 20:30:00,Mobile,Direct,site_visit,
EVT00011491,CUST106691,e10da6c8-1f1,2024-11-26 20:35:00,Mobile,Direct,product_view,PROD1010
EVT00011492,CUST100740,7730786f-887,2025-07-16 21:46:00,Tablet,Referral,site_visit,
EVT00011493,CUST100740,7730786f-887,2025-07-16 21:47:00,Tablet,Referral,product_view,PROD1030
EVT00011494,CUST103098,47eceac7-b4b,2024-11-18 10:26:00,Mobile,Paid Search,site_visit,
EVT00011495,CUST103098,47eceac7-b4b,2024-11-18 10:30:00,Mobile,Paid Search,product_view,PROD1188
EVT00011496,CUST103098,47eceac7-b4b,2024-11-18 10:35:00,Mobile,Paid Search,add_to_cart,PROD1046
EVT00011497,CUST104014,a78d80aa-593,2025-07-25 01:17:00,Desktop,Social Media,site_visit,
EVT00011498,CUST105049,d0d05f40-bd3,2023-02-02 16:33:00,Mobile,Referral,site_visit,
EVT00011499,CUST105049,d0d05f40-bd3,2023-02-02 16:36:00,Mobile,Referral,product_view,PROD1061
EVT00011500,,d97b6813-2f9,2023-08-11 11:00:00,Desktop,Email,site_visit,
EVT00011501,CUST103994,251161ee-01e,2024-05-09 01:43:00,Desktop,Email,site_visit,
EVT00011502,CUST100118,c33f3836-a08,2023-10-12 14:53:00,Desktop,Organic Search,site_visit,
EVT00011503,,9e51f30d-8ad,2023-07-13 03:51:00,Mobile,Social Media,site_visit,
EVT00011504,,9e51f30d-8ad,2023-07-13 03:54:00,Mobile,Social Media,product_view,PROD1198
EVT00011505,CUST100100,f5269ecd-240,2025-12-18 19:44:00,Desktop,Paid Search,site_visit,
EVT00011506,CUST100100,f5269ecd-240,2025-12-18 19:49:00,Desktop,Paid Search,product_view,PROD1093
EVT00011507,CUST100100,f5269ecd-240,2025-12-18 19:53:00,Desktop,Paid Search,add_to_cart,PROD1055
EVT00011508,CUST105941,d78c52e0-540,2023-11-27 21:44:00,Mobile,Email,site_visit,
EVT00011509,,4dca37d6-93e,2025-05-28 05:21:00,Desktop,Paid Search,site_visit,
EVT00011510,CUST101895,13ab67eb-6c0,2024-11-20 10:42:00,Desktop,Direct,site_visit,
EVT00011511,CUST101895,13ab67eb-6c0,2024-11-20 10:43:00,Desktop,Direct,product_view,PROD1145
EVT00011512,CUST105813,5f4b7195-094,2025-05-17 03:57:00,Mobile,Referral,site_visit,
EVT00011513,CUST105813,5f4b7195-094,2025-05-17 03:58:00,Mobile,Referral,product_view,PROD1013
EVT00011514,CUST105813,5f4b7195-094,2025-05-17 04:01:00,Mobile,Referral,add_to_cart,PROD1175
EVT00011515,CUST105813,5f4b7195-094,2025-05-17 04:04:00,Mobile,Referral,checkout_start,PROD1043
EVT00011516,CUST105813,5f4b7195-094,2025-05-17 04:05:00,Mobile,Referral,purchase,PROD1105
EVT00011517,,dc60f5c0-d0c,2025-05-30 05:47:00,Desktop,Organic Search,site_visit,
EVT00011518,,dc60f5c0-d0c,2025-05-30 05:48:00,Desktop,Organic Search,product_view,PROD1044
EVT00011519,CUST106451,6607a036-406,2023-05-21 02:12:00,Tablet,Organic Search,site_visit,
EVT00011520,,2fc15b31-226,2025-06-18 21:06:00,Tablet,Social Media,site_visit,
EVT00011521,,2fc15b31-226,2025-06-18 21:07:00,Tablet,Social Media,product_view,PROD1189
EVT00011522,,2fc15b31-226,2025-06-18 21:08:00,Tablet,Social Media,add_to_cart,PROD1000
EVT00011523,CUST105024,3047b147-124,2025-09-13 14:48:00,Desktop,Direct,site_visit,
EVT00011524,CUST105024,3047b147-124,2025-09-13 14:51:00,Desktop,Direct,product_view,PROD1107
EVT00011525,CUST102057,dac05312-0d2,2024-09-11 16:05:00,Mobile,Organic Search,site_visit,
EVT00011526,CUST101897,f3c3c3a5-e12,2024-12-03 23:29:00,Mobile,Organic Search,site_visit,
EVT00011527,,574f4a32-66f,2025-02-12 19:18:00,Desktop,Paid Search,site_visit,
EVT00011528,,574f4a32-66f,2025-02-12 19:22:00,Desktop,Paid Search,product_view,PROD1175
EVT00011529,,574f4a32-66f,2025-02-12 19:24:00,Desktop,Paid Search,add_to_cart,PROD1028
EVT00011530,,574f4a32-66f,2025-02-12 19:25:00,Desktop,Paid Search,checkout_start,PROD1198
EVT00011531,,574f4a32-66f,2025-02-12 19:30:00,Desktop,Paid Search,purchase,PROD1044
EVT00011532,CUST101285,8b86d714-02c,2023-10-29 18:19:00,Mobile,Email,site_visit,
EVT00011533,CUST104892,b9911547-b68,2023-04-02 23:10:00,Desktop,Organic Search,site_visit,
EVT00011534,CUST104892,b9911547-b68,2023-04-02 23:13:00,Desktop,Organic Search,product_view,PROD1002
EVT00011535,CUST104892,b9911547-b68,2023-04-02 23:16:00,Desktop,Organic Search,add_to_cart,PROD1250
EVT00011536,CUST104892,b9911547-b68,2023-04-02 23:19:00,Desktop,Organic Search,checkout_start,PROD1153
EVT00011537,CUST104892,b9911547-b68,2023-04-02 23:22:00,Desktop,Organic Search,purchase,PROD1035
EVT00011538,,f4f31239-d42,2024-01-13 11:23:00,Mobile,Social Media,site_visit,
EVT00011539,CUST106983,4db83dd0-d42,2025-09-03 21:56:00,Mobile,Referral,site_visit,
EVT00011540,CUST106983,4db83dd0-d42,2025-09-03 21:59:00,Mobile,Referral,product_view,PROD1251
EVT00011541,CUST104299,059f14ec-258,2023-11-04 20:17:00,Tablet,Paid Search,site_visit,
EVT00011542,,f2df3bab-8e5,2023-01-09 19:24:00,Desktop,Paid Search,site_visit,
EVT00011543,,f2df3bab-8e5,2023-01-09 19:25:00,Desktop,Paid Search,product_view,PROD1111
EVT00011544,CUST100906,65d9ffa1-975,2023-02-20 06:15:00,Mobile,Organic Search,site_visit,
EVT00011545,CUST100906,65d9ffa1-975,2023-02-20 06:18:00,Mobile,Organic Search,product_view,PROD1123
EVT00011546,CUST101882,e0b5c42a-eb4,2024-02-25 00:55:00,Mobile,Direct,site_visit,
EVT00011547,CUST100742,3d09e1e7-583,2024-08-05 19:37:00,Desktop,Paid Search,site_visit,
EVT00011548,CUST100742,3d09e1e7-583,2024-08-05 19:41:00,Desktop,Paid Search,product_view,PROD1164
EVT00011549,CUST100742,3d09e1e7-583,2024-08-05 19:46:00,Desktop,Paid Search,add_to_cart,PROD1248
EVT00011550,CUST100742,3d09e1e7-583,2024-08-05 19:47:00,Desktop,Paid Search,checkout_start,PROD1071
EVT00011551,CUST100742,3d09e1e7-583,2024-08-05 19:49:00,Desktop,Paid Search,purchase,PROD1149
EVT00011552,CUST102524,8ba13dea-22e,2024-05-01 18:12:00,Mobile,Email,site_visit,
EVT00011553,CUST102524,8ba13dea-22e,2024-05-01 18:13:00,Mobile,Email,product_view,PROD1246
EVT00011554,CUST102439,14323328-72f,2024-10-08 22:34:00,Desktop,Email,site_visit,
EVT00011555,CUST102439,14323328-72f,2024-10-08 22:37:00,Desktop,Email,product_view,PROD1209
EVT00011556,CUST102439,14323328-72f,2024-10-08 22:41:00,Desktop,Email,add_to_cart,PROD1190
EVT00011557,CUST102439,14323328-72f,2024-10-08 22:45:00,Desktop,Email,checkout_start,PROD1258
EVT00011558,CUST102439,14323328-72f,2024-10-08 22:46:00,Desktop,Email,purchase,PROD1183
EVT00011559,CUST106322,d334270a-714,2025-11-04 05:47:00,Mobile,Organic Search,site_visit,
EVT00011560,CUST106322,d334270a-714,2025-11-04 05:52:00,Mobile,Organic Search,product_view,PROD1169
EVT00011561,,72759770-71d,2023-08-22 21:03:00,Desktop,Organic Search,site_visit,
EVT00011562,,72759770-71d,2023-08-22 21:06:00,Desktop,Organic Search,product_view,PROD1023
EVT00011563,CUST100599,f452fec8-e92,2024-02-03 11:31:00,Desktop,Referral,site_visit,
EVT00011564,CUST100047,b4dedd56-548,2024-11-11 00:16:00,Mobile,Referral,site_visit,
EVT00011565,CUST100047,b4dedd56-548,2024-11-11 00:21:00,Mobile,Referral,product_view,PROD1176
EVT00011566,CUST100047,b4dedd56-548,2024-11-11 00:22:00,Mobile,Referral,add_to_cart,PROD1146
EVT00011567,CUST101623,6749426a-741,2025-05-18 12:05:00,Mobile,Email,site_visit,
EVT00011568,CUST106377,dad8e425-f4b,2024-02-01 04:35:00,Desktop,Email,site_visit,
EVT00011569,CUST106377,dad8e425-f4b,2024-02-01 04:37:00,Desktop,Email,product_view,PROD1002
EVT00011570,CUST106377,dad8e425-f4b,2024-02-01 04:38:00,Desktop,Email,add_to_cart,PROD1106
EVT00011571,CUST106377,dad8e425-f4b,2024-02-01 04:39:00,Desktop,Email,checkout_start,PROD1216
EVT00011572,CUST106377,dad8e425-f4b,2024-02-01 04:42:00,Desktop,Email,purchase,PROD1249
EVT00011573,,7a099b5e-2ff,2023-12-05 22:42:00,Desktop,Email,site_visit,
EVT00011574,,449cfe22-d2a,2025-07-12 11:26:00,Mobile,Organic Search,site_visit,
EVT00011575,CUST103254,80412264-dbe,2025-12-15 08:27:00,Desktop,Paid Search,site_visit,
EVT00011576,CUST103254,80412264-dbe,2025-12-15 08:30:00,Desktop,Paid Search,product_view,PROD1225
EVT00011577,CUST106448,6eb6a669-734,2024-02-20 15:28:00,Tablet,Social Media,site_visit,
EVT00011578,CUST101736,5d389eb6-156,2024-05-28 11:45:00,Tablet,Paid Search,site_visit,
EVT00011579,CUST101736,5d389eb6-156,2024-05-28 11:48:00,Tablet,Paid Search,product_view,PROD1050
EVT00011580,CUST101736,5d389eb6-156,2024-05-28 11:51:00,Tablet,Paid Search,add_to_cart,PROD1102
EVT00011581,CUST101736,5d389eb6-156,2024-05-28 11:54:00,Tablet,Paid Search,checkout_start,PROD1127
EVT00011582,CUST101736,5d389eb6-156,2024-05-28 11:57:00,Tablet,Paid Search,purchase,PROD1066
EVT00011583,CUST106549,5feeb2fd-9a1,2024-07-02 20:14:00,Mobile,Referral,site_visit,
EVT00011584,CUST106549,5feeb2fd-9a1,2024-07-02 20:17:00,Mobile,Referral,product_view,PROD1077
EVT00011585,CUST102464,d460cee6-915,2025-11-11 21:27:00,Mobile,Email,site_visit,
EVT00011586,CUST102464,d460cee6-915,2025-11-11 21:28:00,Mobile,Email,product_view,PROD1069
EVT00011587,,9ccb2d78-a00,2023-01-22 02:17:00,Mobile,Paid Search,site_visit,
