customer_id,last_order_date,frequency,monetary,recency_days,R_score,F_score,M_score,RFM_score,segment,customer_segment,acquisition_channel
CUST101181,2024-10-13 22:31:00,1,89.0,444,2,1,1,211,Lost Customers,Mainstream,Social Media
CUST101182,2023-03-22 23:14:00,1,118.79,1014,1,1,1,111,Lost Customers,Budget,Email
CUST101183,2025-12-02 13:07:00,2,335.61,29,5,2,3,523,Potential Loyalists,Mainstream,Organic Search
CUST101184,2025-02-15 01:12:00,2,275.27,319,3,2,2,322,Others,Mainstream,Organic Search
CUST101186,2025-10-13 11:25:00,11,2280.9942300000002,79,4,5,5,455,Champions,Premium,Social Media
CUST101187,2025-06-09 13:28:00,1,17.08,205,3,1,1,311,Others,Mainstream,Affiliate
CUST101188,2023-12-29 14:18:00,1,132.2,733,1,1,1,111,Lost Customers,Premium,Organic Search
CUST101189,2025-08-26 20:18:00,1,156.01565,127,4,1,2,412,New Customers,Mainstream,Social Media
CUST101191,2025-03-23 11:38:00,3,345.88275999999996,283,3,3,3,333,At Risk,Mainstream,Email
CUST101193,2025-11-26 05:55:00,5,1186.65784,35,5,4,5,545,Champions,Premium,Organic Search
CUST101194,2025-12-01 12:15:00,3,1138.9737,30,5,3,5,535,Potential Loyalists,Mainstream,Direct
CUST101195,2023-02-12 09:11:00,1,127.49074,1053,1,1,1,111,Lost Customers,Mainstream,Social Media
CUST101196,2025-03-31 18:46:00,1,192.85,275,3,1,2,312,Others,Mainstream,Organic Search
CUST101200,2025-09-14 18:52:00,2,393.15999999999997,108,4,2,3,423,Potential Loyalists,Mainstream,Affiliate
CUST101204,2025-11-08 14:47:00,3,1004.95409,53,4,3,4,434,Potential Loyalists,Mainstream,Direct
CUST101205,2024-01-11 14:51:00,1,384.92,720,1,1,3,113,Lost Customers,Budget,Affiliate
CUST101206,2025-10-03 18:58:00,12,1541.0596,89,4,5,5,455,Champions,Budget,Direct
CUST101207,2024-09-24 09:03:00,4,1239.2299600000001,463,2,4,5,245,Loyal Customers,Budget,Direct
CUST101208,2023-11-22 10:51:00,3,976.72253,770,1,3,4,134,Others,Budget,Organic Search
CUST101210,2025-02-02 07:32:00,4,459.53999999999996,332,3,4,3,343,Loyal Customers,Mainstream,Paid Search
CUST101211,2025-12-28 03:54:00,4,741.7476,3,5,4,4,544,Champions,Budget,Email
CUST101212,2025-12-23 21:41:00,4,1223.95372,8,5,4,5,545,Champions,Mainstream,Affiliate
CUST101213,2024-04-25 05:34:00,1,38.65,615,1,1,1,111,Lost Customers,Mainstream,Affiliate
CUST101214,2025-12-23 04:06:00,8,1211.14565,8,5,5,5,555,Champions,Budget,Direct
CUST101216,2023-06-17 02:26:00,1,180.83,928,1,1,2,112,Lost Customers,Budget,Social Media
CUST101217,2024-01-27 06:30:00,1,129.55,704,1,1,1,111,Lost Customers,Premium,Social Media
CUST101220,2025-08-07 10:03:00,3,511.68592,146,4,3,3,433,Potential Loyalists,Premium,Referral
CUST101221,2023-05-07 22:25:00,1,349.5,969,1,1,3,113,Lost Customers,Mainstream,Email
CUST101222,2025-11-21 22:07:00,1,157.0,40,5,1,2,512,New Customers,Budget,Paid Search
CUST101223,2025-03-15 03:52:00,3,1185.23774,291,3,3,5,335,At Risk,Mainstream,Email
CUST101224,2025-11-04 19:31:00,1,224.76999999999998,57,4,1,2,412,New Customers,Mainstream,Social Media
CUST101225,2024-07-09 13:11:00,1,759.22,540,2,1,4,214,Lost Customers,Mainstream,Referral
CUST101226,2025-12-03 10:46:00,9,2743.1655,28,5,5,5,555,Champions,Mainstream,Direct
CUST101227,2024-03-28 04:59:00,1,56.07922,643,1,1,1,111,Lost Customers,Premium,Organic Search
CUST101228,2025-03-26 14:08:00,1,132.02,280,3,1,1,311,Others,Premium,Direct
CUST101229,2024-06-14 14:53:00,1,142.42,565,2,1,1,211,Lost Customers,Budget,Paid Search
CUST101231,2025-09-16 03:42:00,1,50.78156,106,4,1,1,411,New Customers,Budget,Social Media
CUST101233,2024-07-16 00:47:00,1,61.68,533,2,1,1,211,Lost Customers,Budget,Direct
CUST101234,2025-05-17 00:13:00,5,1197.761,228,3,4,5,345,Loyal Customers,Budget,Paid Search
CUST101235,2024-03-19 21:55:00,2,597.4511600000001,652,1,2,4,124,Lost Customers,Mainstream,Referral
CUST101236,2025-09-07 03:54:00,5,1242.1912,115,4,4,5,445,Champions,Budget,Direct
CUST101238,2024-06-04 18:29:00,1,132.2,575,2,1,1,211,Lost Customers,Budget,Organic Search
CUST101239,2025-11-17 15:03:00,4,829.107,44,5,4,4,544,Champions,Mainstream,Paid Search
CUST101240,2024-10-20 16:21:00,1,104.83,437,2,1,1,211,Lost Customers,Premium,Social Media
CUST101241,2025-12-01 07:37:00,4,734.71,30,5,4,4,544,Champions,Mainstream,Direct
CUST101242,2023-11-26 13:02:00,1,107.95965,766,1,1,1,111,Lost Customers,Mainstream,Organic Search
CUST101243,2024-09-27 14:24:00,2,266.13,460,2,2,2,222,Lost Customers,Premium,Social Media
CUST101245,2024-08-01 14:22:00,1,157.16,517,2,1,2,212,Lost Customers,Budget,Social Media
CUST101247,2023-10-07 09:11:00,2,422.06043,816,1,2,3,123,Lost Customers,Budget,Affiliate
CUST101248,2024-11-09 08:07:00,1,110.85573,417,2,1,1,211,Lost Customers,Budget,Organic Search
CUST101249,2025-07-17 02:06:00,1,157.61,167,3,1,2,312,Others,Mainstream,Organic Search
CUST101250,2023-05-04 21:31:00,1,157.0,972,1,1,2,112,Lost Customers,Budget,Organic Search
CUST101252,2024-12-18 10:06:00,3,1088.137,378,2,3,5,235,At Risk,Mainstream,Paid Search
CUST101253,2025-02-04 13:12:00,1,543.28,330,3,1,3,313,Others,Mainstream,Paid Search
CUST101254,2023-11-25 13:06:00,3,736.919,767,1,3,4,134,Others,Mainstream,Organic Search
CUST101256,2024-11-11 10:31:00,6,1454.28,415,2,5,5,255,Loyal Customers,Mainstream,Direct
CUST101258,2024-12-07 17:32:00,1,188.4501,389,2,1,2,212,Lost Customers,Premium,Referral
CUST101259,2025-12-18 12:32:00,3,465.7655,13,5,3,3,533,Potential Loyalists,Mainstream,Affiliate
CUST101262,2025-04-04 18:43:00,3,416.91373,271,3,3,3,333,At Risk,Mainstream,Paid Search
CUST101263,2025-06-02 12:12:00,1,19.55624,212,3,1,1,311,Others,Mainstream,Social Media
CUST101265,2025-03-20 16:50:00,2,722.3879499999999,286,3,2,4,324,Others,Mainstream,Social Media
CUST101267,2025-11-17 00:12:00,9,2085.33651,44,5,5,5,555,Champions,Budget,Organic Search
CUST101268,2023-10-25 12:13:00,1,293.09000000000003,798,1,1,2,112,Lost Customers,Premium,Paid Search
CUST101269,2025-03-31 13:25:00,3,359.56415000000004,275,3,3,3,333,At Risk,Premium,Direct
CUST101270,2025-12-20 05:49:00,2,247.85000000000002,11,5,2,2,522,Potential Loyalists,Budget,Affiliate
CUST101271,2025-11-22 14:15:00,20,4076.88049,39,5,5,5,555,Champions,Budget,Referral
CUST101273,2024-10-12 08:14:00,1,109.26259999999999,445,2,1,1,211,Lost Customers,Budget,Social Media
CUST101275,2023-10-07 09:01:00,2,568.24,816,1,2,4,124,Lost Customers,Mainstream,Email
CUST101276,2023-05-03 07:08:00,1,149.16,973,1,1,1,111,Lost Customers,Mainstream,Email
CUST101277,2024-05-19 12:35:00,1,344.56,591,2,1,3,213,Lost Customers,Budget,Direct
CUST101278,2024-03-28 22:29:00,2,364.07710000000003,643,1,2,3,123,Lost Customers,Premium,Organic Search
CUST101279,2025-05-01 12:25:00,1,287.03,244,3,1,2,312,Others,Budget,Affiliate
CUST101280,2024-02-16 14:24:00,2,108.75,684,1,2,1,121,Lost Customers,Budget,Paid Search
CUST101281,2025-11-09 07:08:00,11,2234.6827,52,5,5,5,555,Champions,Budget,Paid Search
CUST101283,2024-02-06 14:35:00,4,837.00116,694,1,4,4,144,Loyal Customers,Premium,Social Media
CUST101284,2025-12-17 17:37:00,6,1401.92684,14,5,5,5,555,Champions,Budget,Social Media
CUST101285,2024-09-28 21:51:00,1,53.79,459,2,1,1,211,Lost Customers,Mainstream,Organic Search
CUST101286,2025-03-04 02:30:00,4,1164.26528,302,3,4,5,345,Loyal Customers,Budget,Paid Search
CUST101287,2025-09-15 18:49:00,6,818.93308,107,4,5,4,454,Champions,Budget,Paid Search
CUST101288,2025-08-18 13:39:00,14,2361.71508,135,4,5,5,455,Champions,Budget,Referral
CUST101289,2025-11-27 11:18:00,10,1338.49281,34,5,5,5,555,Champions,Premium,Organic Search
CUST101290,2024-09-06 02:50:00,3,1008.66239,481,2,3,4,234,At Risk,Mainstream,Affiliate
CUST101291,2024-12-05 20:28:00,2,988.74059,391,2,2,4,224,Lost Customers,Mainstream,Referral
CUST101292,2025-11-24 16:23:00,2,168.57495,37,5,2,2,522,Potential Loyalists,Budget,Direct
CUST101293,2025-08-05 04:37:00,4,1370.7334,148,4,4,5,445,Champions,Premium,Direct
CUST101294,2024-07-26 00:34:00,3,552.34822,523,2,3,4,234,At Risk,Premium,Email
CUST101295,2023-09-07 08:57:00,1,78.32,846,1,1,1,111,Lost Customers,Budget,Social Media
CUST101296,2023-08-01 23:57:00,1,156.50983,882,1,1,2,112,Lost Customers,Mainstream,Direct
CUST101298,2025-12-25 12:19:00,2,114.37,6,5,2,1,521,Potential Loyalists,Premium,Paid Search
CUST101299,2025-08-11 22:43:00,2,516.6,142,4,2,3,423,Potential Loyalists,Mainstream,Social Media
CUST101300,2024-06-16 21:05:00,4,755.63561,563,2,4,4,244,Loyal Customers,Budget,Paid Search
CUST101304,2023-08-08 18:37:00,1,349.61,876,1,1,3,113,Lost Customers,Budget,Paid Search
CUST101305,2025-02-16 15:38:00,2,164.0,318,3,2,2,322,Others,Premium,Paid Search
CUST101306,2024-12-15 04:35:00,2,211.98398999999998,381,2,2,2,222,Lost Customers,Premium,Organic Search
CUST101308,2025-09-30 00:30:00,5,1333.24774,92,4,4,5,445,Champions,Mainstream,Social Media
CUST101309,2023-08-23 00:59:00,1,130.28,861,1,1,1,111,Lost Customers,Mainstream,Referral
CUST101310,2023-02-19 11:00:00,1,16.39,1046,1,1,1,111,Lost Customers,Mainstream,Email
CUST101313,2025-06-25 06:11:00,1,84.99,189,3,1,1,311,Others,Mainstream,Paid Search
CUST101317,2023-01-21 23:43:00,1,149.74,1074,1,1,1,111,Lost Customers,Mainstream,Email
CUST101318,2024-10-26 22:30:00,1,213.7,431,2,1,2,212,Lost Customers,Premium,Organic Search
CUST101319,2025-09-04 17:45:00,1,495.22,118,4,1,3,413,New Customers,Mainstream,Paid Search
CUST101320,2025-10-09 18:02:00,9,1087.5912700000001,83,4,5,5,455,Champions,Budget,Social Media
CUST101321,2024-06-13 21:35:00,2,214.26,566,2,2,2,222,Lost Customers,Mainstream,Organic Search
CUST101322,2025-04-17 11:23:00,2,464.43,258,3,2,3,323,Others,Budget,Referral
CUST101323,2025-10-22 10:31:00,3,451.56333,70,4,3,3,433,Potential Loyalists,Mainstream,Paid Search
CUST101325,2025-06-04 22:58:00,4,957.9456399999999,210,3,4,4,344,Loyal Customers,Mainstream,Social Media
CUST101328,2025-08-09 06:06:00,4,862.81,144,4,4,4,444,Champions,Mainstream,Affiliate
CUST101329,2025-05-30 11:18:00,4,666.55418,215,3,4,4,344,Loyal Customers,Premium,Social Media
CUST101330,2025-08-02 16:40:00,3,742.75,151,4,3,4,434,Potential Loyalists,Mainstream,Referral
CUST101331,2024-10-01 18:28:00,2,326.01,456,2,2,3,223,Lost Customers,Premium,Direct
CUST101332,2024-09-15 06:46:00,1,89.0,472,2,1,1,211,Lost Customers,Mainstream,Organic Search
CUST101334,2025-05-21 10:08:00,3,277.41,224,3,3,2,332,At Risk,Budget,Email
CUST101335,2025-05-15 02:43:00,2,138.05288,230,3,2,1,321,Others,Premium,Direct
CUST101336,2025-10-12 10:30:00,1,33.31,80,4,1,1,411,New Customers,Budget,Social Media
CUST101337,2023-03-15 05:44:00,1,311.3,1022,1,1,3,113,Lost Customers,Budget,Affiliate
CUST101338,2025-11-25 06:37:00,14,2497.42083,36,5,5,5,555,Champions,Budget,Email
CUST101339,2025-11-11 13:17:00,2,273.6,50,5,2,2,522,Potential Loyalists,Mainstream,Direct
CUST101341,2025-12-22 16:15:00,1,326.25602000000003,9,5,1,3,513,New Customers,Mainstream,Social Media
CUST101344,2025-10-16 07:40:00,5,929.5603,76,4,4,4,444,Champions,Budget,Organic Search
CUST101346,2025-02-04 06:48:00,6,1087.77104,330,3,5,5,355,Loyal Customers,Budget,Paid Search
CUST101347,2024-11-30 13:09:00,1,174.67305,396,2,1,2,212,Lost Customers,Mainstream,Paid Search
CUST101348,2025-11-30 22:35:00,2,308.21000000000004,31,5,2,3,523,Potential Loyalists,Mainstream,Organic Search
CUST101350,2024-07-05 16:59:00,2,193.98,544,2,2,2,222,Lost Customers,Mainstream,Organic Search
CUST101351,2025-12-12 04:16:00,7,1381.00269,19,5,5,5,555,Champions,Premium,Direct
CUST101352,2025-07-24 21:56:00,2,475.15,160,4,2,3,423,Potential Loyalists,Mainstream,Referral
CUST101353,2025-12-01 15:52:00,2,154.62,30,5,2,2,522,Potential Loyalists,Mainstream,Affiliate
CUST101354,2025-09-14 15:28:00,4,1074.17,108,4,4,5,445,Champions,Budget,Email
CUST101355,2024-08-16 19:15:00,1,131.62,502,2,1,1,211,Lost Customers,Mainstream,Email
CUST101356,2024-10-25 03:30:00,3,251.87532,432,2,3,2,232,At Risk,Mainstream,Email
CUST101357,2024-12-22 06:40:00,1,383.27,374,2,1,3,213,Lost Customers,Mainstream,Paid Search
CUST101358,2024-08-27 22:18:00,3,281.13745,491,2,3,2,232,At Risk,Mainstream,Social Media
CUST101359,2025-11-27 12:18:00,7,1868.20695,34,5,5,5,555,Champions,Mainstream,Direct
CUST101361,2025-12-21 19:50:00,9,1785.0165900000002,10,5,5,5,555,Champions,Budget,Paid Search
CUST101363,2025-09-07 00:21:00,1,68.34,115,4,1,1,411,New Customers,Mainstream,Direct
CUST101364,2023-02-01 03:46:00,1,409.87,1064,1,1,3,113,Lost Customers,Budget,Organic Search
CUST101365,2024-09-03 00:07:00,1,56.65,484,2,1,1,211,Lost Customers,Budget,Direct
CUST101366,2025-08-03 03:40:00,5,864.68221,150,4,4,4,444,Champions,Mainstream,Organic Search
CUST101367,2024-08-26 15:20:00,1,49.51,492,2,1,1,211,Lost Customers,Budget,Social Media
CUST101368,2025-07-14 01:38:00,3,832.49288,170,3,3,4,334,At Risk,Premium,Affiliate
CUST101370,2025-01-11 16:32:00,3,814.4363199999999,354,2,3,4,234,At Risk,Budget,Social Media
CUST101371,2025-04-14 04:28:00,2,192.889,261,3,2,2,322,Others,Mainstream,Affiliate
CUST101372,2025-03-16 08:39:00,1,71.76345,290,3,1,1,311,Others,Budget,Organic Search
CUST101373,2025-09-14 13:42:00,6,1174.1960000000001,108,4,5,5,455,Champions,Budget,Paid Search
CUST101374,2025-12-23 17:29:00,4,1451.8300000000002,8,5,4,5,545,Champions,Mainstream,Affiliate
CUST101375,2024-05-16 04:19:00,1,182.34,594,2,1,2,212,Lost Customers,Mainstream,Social Media
CUST101377,2025-06-10 20:15:00,8,1291.19632,204,3,5,5,355,Loyal Customers,Mainstream,Direct
CUST101378,2025-06-06 20:25:00,5,671.38489,208,3,4,4,344,Loyal Customers,Mainstream,Social Media
CUST101379,2025-12-19 05:22:00,11,1482.93816,12,5,5,5,555,Champions,Premium,Social Media
CUST101380,2025-07-29 11:59:00,8,2577.79,155,4,5,5,455,Champions,Mainstream,Social Media
CUST101381,2024-04-23 02:57:00,3,457.43016,617,1,3,3,133,Others,Mainstream,Paid Search
CUST101382,2024-10-12 10:42:00,3,328.35,445,2,3,3,233,At Risk,Budget,Social Media
CUST101384,2024-12-05 04:24:00,2,217.51,391,2,2,2,222,Lost Customers,Mainstream,Affiliate
CUST101385,2024-05-13 02:31:00,1,379.77,597,2,1,3,213,Lost Customers,Mainstream,Affiliate
CUST101386,2023-07-26 11:23:00,1,72.86,889,1,1,1,111,Lost Customers,Budget,Affiliate
CUST101387,2025-05-22 00:03:00,1,33.31,223,3,1,1,311,Others,Budget,Paid Search
CUST101388,2025-12-08 03:33:00,1,129.55,23,5,1,1,511,New Customers,Budget,Social Media
CUST101390,2025-09-18 11:41:00,3,747.37,104,4,3,4,434,Potential Loyalists,Mainstream,Email
CUST101392,2024-06-22 04:39:00,3,931.0135,557,2,3,4,234,At Risk,Budget,Direct
CUST101393,2024-11-24 05:16:00,2,72.55752,402,2,2,1,221,Lost Customers,Mainstream,Direct
CUST101394,2025-11-26 09:54:00,2,532.21467,35,5,2,3,523,Potential Loyalists,Mainstream,Organic Search
CUST101395,2025-01-26 05:29:00,1,126.42,339,3,1,1,311,Others,Budget,Social Media
CUST101396,2024-11-08 23:27:00,3,902.3672399999999,417,2,3,4,234,At Risk,Budget,Organic Search
CUST101397,2024-03-26 13:04:00,2,373.29594999999995,645,1,2,3,123,Lost Customers,Mainstream,Social Media
CUST101398,2023-06-22 10:22:00,1,32.3287,923,1,1,1,111,Lost Customers,Mainstream,Organic Search
CUST101399,2025-09-01 16:34:00,6,1424.8125599999998,121,4,5,5,455,Champions,Mainstream,Direct
CUST101402,2025-12-16 03:53:00,4,691.3248,15,5,4,4,544,Champions,Mainstream,Direct
CUST101403,2025-10-20 20:48:00,8,1312.81504,72,4,5,5,455,Champions,Premium,Organic Search
CUST101404,2025-04-26 03:17:00,6,769.21574,249,3,5,4,354,Loyal Customers,Mainstream,Email
CUST101405,2023-05-03 06:51:00,1,91.02771999999999,973,1,1,1,111,Lost Customers,Budget,Direct
CUST101406,2025-11-24 16:06:00,16,2934.28395,37,5,5,5,555,Champions,Premium,Affiliate
CUST101408,2025-02-22 14:44:00,1,451.25,312,3,1,3,313,Others,Premium,Email
CUST101409,2024-10-12 23:31:00,2,195.68,444,2,2,2,222,Lost Customers,Budget,Social Media
CUST101410,2024-09-05 02:22:00,3,504.71,482,2,3,3,233,At Risk,Mainstream,Organic Search
CUST101411,2025-12-01 09:54:00,11,1995.20422,30,5,5,5,555,Champions,Mainstream,Paid Search
CUST101414,2023-10-21 19:44:00,2,973.53,802,1,2,4,124,Lost Customers,Budget,Email
CUST101415,2024-12-19 08:09:00,3,613.7420000000001,377,2,3,4,234,At Risk,Budget,Organic Search
CUST101416,2025-09-30 17:25:00,2,240.7302,92,4,2,2,422,Potential Loyalists,Budget,Paid Search
CUST101417,2025-10-02 10:09:00,3,297.51559000000003,90,4,3,2,432,Potential Loyalists,Premium,Referral
CUST101418,2024-07-19 06:52:00,2,207.82,530,2,2,2,222,Lost Customers,Premium,Paid Search
CUST101419,2025-11-17 05:00:00,5,1745.90472,44,5,4,5,545,Champions,Mainstream,Organic Search
CUST101420,2024-11-24 16:31:00,1,115.9533,402,2,1,1,211,Lost Customers,Mainstream,Organic Search
CUST101422,2023-12-25 14:48:00,1,31.62,737,1,1,1,111,Lost Customers,Mainstream,Social Media
CUST101423,2025-12-22 17:50:00,5,732.33525,9,5,4,4,544,Champions,Premium,Direct
CUST101424,2025-05-21 21:42:00,2,441.8891,224,3,2,3,323,Others,Mainstream,Email
CUST101426,2024-12-21 16:46:00,1,88.22999999999999,375,2,1,1,211,Lost Customers,Budget,Paid Search
CUST101427,2025-11-27 00:47:00,8,1306.19363,34,5,5,5,555,Champions,Mainstream,Direct
CUST101428,2024-07-06 16:00:00,1,299.48,543,2,1,2,212,Lost Customers,Premium,Organic Search
CUST101429,2025-12-03 00:55:00,4,744.08592,28,5,4,4,544,Champions,Premium,Paid Search
CUST101430,2024-05-10 00:47:00,3,603.5,600,2,3,4,234,At Risk,Mainstream,Paid Search
CUST101431,2025-12-06 17:03:00,37,4934.69084,25,5,5,5,555,Champions,Budget,Referral
CUST101432,2023-10-11 14:37:00,3,830.0059,812,1,3,4,134,Others,Premium,Referral
CUST101433,2023-05-22 10:06:00,2,289.55726,954,1,2,2,122,Lost Customers,Mainstream,Organic Search
CUST101435,2024-01-26 08:19:00,1,121.57081000000001,705,1,1,1,111,Lost Customers,Budget,Referral
CUST101436,2025-12-14 01:49:00,1,244.08,17,5,1,2,512,New Customers,Mainstream,Paid Search
CUST101438,2025-11-04 11:12:00,8,1933.12739,57,4,5,5,455,Champions,Premium,Direct
CUST101440,2025-01-17 01:47:00,2,327.40192,348,3,2,3,323,Others,Mainstream,Organic Search
CUST101441,2025-09-06 19:48:00,7,923.72272,116,4,5,4,454,Champions,Premium,Email
CUST101442,2025-12-16 13:11:00,18,2878.21715,15,5,5,5,555,Champions,Budget,Email
CUST101443,2025-09-21 05:52:00,7,1474.9725,101,4,5,5,455,Champions,Budget,Social Media
CUST101444,2025-01-07 22:44:00,3,319.3997,358,2,3,3,233,At Risk,Budget,Social Media
CUST101445,2025-07-28 07:26:00,1,159.99,156,4,1,2,412,New Customers,Mainstream,Organic Search
CUST101446,2024-01-15 22:53:00,1,198.54000000000002,716,1,1,2,112,Lost Customers,Premium,Social Media
CUST101447,2025-07-12 12:28:00,3,1346.92333,172,3,3,5,335,At Risk,Premium,Organic Search
CUST101448,2025-11-01 00:28:00,1,217.06,60,4,1,2,412,New Customers,Premium,Organic Search
CUST101449,2024-04-20 16:00:00,1,42.59,620,1,1,1,111,Lost Customers,Mainstream,Organic Search
CUST101450,2025-11-26 04:38:00,2,586.9117,35,5,2,4,524,Potential Loyalists,Mainstream,Social Media
CUST101451,2025-12-14 18:27:00,2,232.52710000000002,17,5,2,2,522,Potential Loyalists,Budget,Organic Search
CUST101452,2024-01-27 16:14:00,2,445.79156,704,1,2,3,123,Lost Customers,Mainstream,Social Media
CUST101454,2025-10-25 12:33:00,2,333.4,67,4,2,3,423,Potential Loyalists,Mainstream,Affiliate
CUST101455,2025-12-22 10:11:00,9,1198.83435,9,5,5,5,555,Champions,Budget,Email
CUST101457,2025-06-07 08:19:00,3,201.93676,207,3,3,2,332,At Risk,Premium,Paid Search
CUST101459,2025-10-12 06:03:00,1,194.2,80,4,1,2,412,New Customers,Mainstream,Social Media
CUST101460,2025-12-14 03:06:00,2,322.22,17,5,2,3,523,Potential Loyalists,Premium,Direct
CUST101461,2023-04-10 20:21:00,1,66.91,996,1,1,1,111,Lost Customers,Mainstream,Affiliate
CUST101463,2025-04-28 15:55:00,2,194.42808,247,3,2,2,322,Others,Mainstream,Affiliate
CUST101464,2023-03-07 14:38:00,1,103.45,1030,1,1,1,111,Lost Customers,Mainstream,Email
CUST101465,2025-03-12 14:56:00,1,138.07,294,3,1,1,311,Others,Mainstream,Referral
CUST101467,2025-05-10 15:40:00,2,197.45000000000002,235,3,2,2,322,Others,Mainstream,Organic Search
CUST101469,2025-10-07 10:46:00,3,332.02,85,4,3,3,433,Potential Loyalists,Budget,Paid Search
CUST101470,2025-05-13 04:28:00,4,979.33116,232,3,4,4,344,Loyal Customers,Premium,Social Media
CUST101471,2025-11-22 04:53:00,1,189.32214,39,5,1,2,512,New Customers,Mainstream,Paid Search
CUST101472,2025-01-16 17:29:00,2,546.62,349,3,2,3,323,Others,Premium,Organic Search
CUST101474,2025-09-03 10:17:00,4,1118.381,119,4,4,5,445,Champions,Budget,Referral
CUST101475,2024-12-05 11:38:00,1,104.82234,391,2,1,1,211,Lost Customers,Mainstream,Direct
CUST101476,2023-11-05 12:07:00,1,324.5,787,1,1,3,113,Lost Customers,Mainstream,Email
CUST101478,2023-08-25 06:38:00,1,60.63,859,1,1,1,111,Lost Customers,Mainstream,Affiliate
CUST101479,2024-07-24 15:50:00,1,713.61,525,2,1,4,214,Lost Customers,Mainstream,Social Media
CUST101480,2025-09-20 13:05:00,1,111.18,102,4,1,1,411,New Customers,Mainstream,Email
CUST101481,2025-12-11 04:53:00,7,693.81126,20,5,5,4,554,Champions,Budget,Direct
CUST101484,2025-04-21 07:34:00,5,663.66327,254,3,4,4,344,Loyal Customers,Mainstream,Social Media
CUST101486,2025-09-05 00:29:00,4,1650.45,117,4,4,5,445,Champions,Budget,Email
CUST101489,2025-09-05 22:28:00,6,1233.53,117,4,5,5,455,Champions,Premium,Paid Search
CUST101491,2025-07-27 23:33:00,3,491.65175999999997,156,4,3,3,433,Potential Loyalists,Mainstream,Social Media
CUST101492,2025-06-14 20:24:00,3,309.98937,200,3,3,3,333,At Risk,Mainstream,Paid Search
CUST101493,2025-10-22 12:30:00,3,477.12656000000004,70,4,3,3,433,Potential Loyalists,Premium,Social Media
CUST101494,2025-11-28 17:50:00,4,1627.35,33,5,4,5,545,Champions,Premium,Paid Search
CUST101495,2023-06-06 20:23:00,1,254.91,939,1,1,2,112,Lost Customers,Budget,Paid Search
CUST101497,2024-12-12 15:14:00,1,270.74,384,2,1,2,212,Lost Customers,Premium,Social Media
CUST101498,2025-12-04 13:05:00,6,1942.7893399999998,27,5,5,5,555,Champions,Budget,Referral
CUST101499,2025-10-12 04:53:00,4,676.6938,80,4,4,4,444,Champions,Budget,Paid Search
CUST101500,2025-01-12 21:30:00,2,385.46000000000004,353,2,2,3,223,Lost Customers,Premium,Organic Search
CUST101501,2024-03-18 16:28:00,3,859.62533,653,1,3,4,134,Others,Mainstream,Paid Search
CUST101502,2024-09-14 15:02:00,1,248.58,473,2,1,2,212,Lost Customers,Premium,Paid Search
CUST101503,2025-09-19 11:21:00,1,16.83,103,4,1,1,411,New Customers,Mainstream,Paid Search
CUST101504,2024-05-12 04:40:00,1,128.51,598,2,1,1,211,Lost Customers,Mainstream,Social Media
CUST101505,2024-04-03 10:07:00,1,214.85,637,1,1,2,112,Lost Customers,Mainstream,Paid Search
CUST101506,2025-11-24 00:00:00,4,1097.07468,37,5,4,5,545,Champions,Mainstream,Referral
CUST101507,2025-02-01 23:49:00,2,743.0600000000001,332,3,2,4,324,Others,Premium,Social Media
CUST101508,2025-10-03 06:09:00,12,2207.62348,89,4,5,5,455,Champions,Mainstream,Organic Search
CUST101509,2025-02-12 13:42:00,1,233.37,322,3,1,2,312,Others,Premium,Direct
CUST101513,2025-01-25 14:46:00,2,462.73789999999997,340,3,2,3,323,Others,Budget,Email
CUST101515,2025-09-08 20:56:00,2,265.029,114,4,2,2,422,Potential Loyalists,Budget,Affiliate
CUST101516,2024-08-22 23:27:00,4,1191.8296,495,2,4,5,245,Loyal Customers,Budget,Organic Search
CUST101517,2025-10-18 05:55:00,1,95.01184,74,4,1,1,411,New Customers,Premium,Organic Search
CUST101520,2024-10-03 15:16:00,1,298.32,454,2,1,2,212,Lost Customers,Budget,Affiliate
CUST101522,2025-04-18 12:09:00,1,86.17,257,3,1,1,311,Others,Premium,Social Media
CUST101524,2025-12-29 19:44:00,5,519.01502,2,5,4,3,543,Loyal Customers,Mainstream,Organic Search
CUST101525,2024-09-05 18:17:00,1,314.61,482,2,1,3,213,Lost Customers,Mainstream,Paid Search
CUST101526,2024-10-11 22:16:00,1,21.0,446,2,1,1,211,Lost Customers,Premium,Organic Search
CUST101527,2025-09-15 19:29:00,2,267.59668,107,4,2,2,422,Potential Loyalists,Budget,Organic Search
CUST101528,2025-02-18 07:59:00,1,271.38712000000004,316,3,1,2,312,Others,Budget,Email
CUST101529,2025-09-11 16:27:00,6,691.17995,111,4,5,4,454,Champions,Mainstream,Email
CUST101531,2025-02-04 10:27:00,4,393.65999999999997,330,3,4,3,343,Loyal Customers,Mainstream,Paid Search
CUST101532,2025-12-10 01:28:00,9,1225.87758,21,5,5,5,555,Champions,Premium,Social Media
CUST101535,2025-09-14 18:49:00,6,1026.68734,108,4,5,5,455,Champions,Mainstream,Paid Search
CUST101536,2024-12-06 11:38:00,3,369.88128,390,2,3,3,233,At Risk,Premium,Social Media
CUST101537,2025-05-25 03:57:00,2,214.39,220,3,2,2,322,Others,Budget,Email
