return_id,order_id,product_id,return_date,return_reason,returned_quantity,refund_amount
RET900364,ORD505296,PROD1055,2023-08-17,Changed Mind,1,71.81
RET900365,ORD505298,PROD1004,2023-08-10,Better Price Found,1,58.14
RET900366,ORD505344,PROD1090,2023-08-07,No Longer Needed,1,149.74
RET900367,ORD505375,PROD1126,2023-08-06,Better Price Found,1,212.95
RET900368,ORD505377,PROD1031,2023-08-20,Defective/Damaged,1,61.68
RET900369,ORD505414,PROD1001,2023-08-11,Not Specified,1,89.0
RET900370,ORD505417,PROD1149,2023-08-06,Defective/Damaged,1,132.46
RET900371,ORD505417,PROD1015,2023-08-11,Wrong Item Shipped,1,118.79
RET900372,ORD505445,PROD1080,2023-08-17,Size/Fit Issue,1,63.23
RET900373,ORD505452,PROD1075,2023-08-18,Defective/Damaged,1,60.21
RET900374,ORD505458,PROD1090,2023-08-12,Not as Described,1,149.74
RET900375,ORD505477,PROD1090,2023-08-18,Wrong Item Shipped,1,149.74
RET900376,ORD505483,PROD1237,2023-08-22,Not as Described,2,380.42
RET900377,ORD505495,PROD1130,2023-08-11,Not as Described,1,59.42
RET900378,ORD505497,PROD1107,2023-08-08,No Longer Needed,1,122.68
RET900379,ORD505528,PROD1001,2023-07-31,Wrong Item Shipped,1,89.0
RET900380,ORD505543,PROD1195,2023-08-18,No Longer Needed,1,41.23
RET900381,ORD505561,PROD1177,2023-08-23,Size/Fit Issue,3,973.5
RET900382,ORD505565,PROD1207,2023-08-20,No Longer Needed,1,31.62
RET900383,ORD505569,PROD1136,2023-08-25,Better Price Found,1,28.54
RET900384,ORD505601,PROD1160,2023-08-28,Defective/Damaged,1,64.71
RET900385,ORD505637,PROD1026,2023-08-26,Wrong Item Shipped,1,23.52
RET900386,ORD505665,PROD1159,2023-08-05,Not Specified,1,12.52
RET900387,ORD505678,PROD1231,2023-08-15,Wrong Item Shipped,1,78.58
RET900388,ORD505686,PROD1018,2023-08-07,Size/Fit Issue,1,286.49
RET900389,ORD505692,PROD1165,2023-08-14,Better Price Found,2,133.82
RET900390,ORD505712,PROD1207,2023-08-09,Wrong Item Shipped,1,31.62
RET900391,ORD505730,PROD1065,2023-08-31,Better Price Found,1,66.51
RET900392,ORD505740,PROD1004,2023-08-12,Wrong Item Shipped,1,58.14
RET900393,ORD505772,PROD1152,2023-08-17,Size/Fit Issue,1,86.17
RET900394,ORD505782,PROD1075,2023-09-01,Defective/Damaged,1,60.21
RET900395,ORD505799,PROD1020,2023-08-30,Better Price Found,1,20.0
RET900396,ORD505801,PROD1135,2023-08-26,Better Price Found,1,109.82
RET900397,ORD505802,PROD1230,2023-08-09,Changed Mind,1,138.35
RET900398,ORD505805,PROD1127,2023-08-13,Not as Described,1,60.63
RET900399,ORD505814,PROD1248,2023-08-22,Better Price Found,1,315.49
RET900400,ORD505816,PROD1239,2023-08-27,Changed Mind,1,29.99
RET900401,ORD505850,PROD1166,2023-09-06,Not Specified,1,129.23
RET900402,ORD505855,PROD1165,2023-08-21,No Longer Needed,1,66.91
RET900403,ORD505856,PROD1079,2023-08-26,Size/Fit Issue,1,207.51
RET900404,ORD505865,PROD1196,2023-08-15,Better Price Found,1,16.21
RET900405,ORD505866,PROD1137,2023-08-10,Size/Fit Issue,1,108.43
RET900406,ORD505876,PROD1001,2023-08-12,Wrong Item Shipped,1,79.57
RET900407,ORD505880,PROD1170,2023-09-04,Not as Described,1,143.39
RET900408,ORD505904,PROD1135,2023-08-31,Wrong Item Shipped,1,109.82
RET900409,ORD505905,PROD1065,2023-08-27,Wrong Item Shipped,1,20.0
RET900410,ORD505918,PROD1249,2023-09-03,Size/Fit Issue,1,79.75
RET900411,ORD505923,PROD1258,2023-08-14,Defective/Damaged,1,128.51
RET900412,ORD505923,PROD1234,2023-09-03,Size/Fit Issue,1,273.87
RET900413,ORD505924,PROD1074,2023-08-26,Wrong Item Shipped,1,84.18
RET900414,ORD505936,PROD1167,2023-09-05,No Longer Needed,1,16.48
RET900415,ORD505938,PROD1187,2023-08-26,Not as Described,1,218.02
RET900416,ORD505948,PROD1018,2023-08-22,Changed Mind,1,286.49
RET900417,ORD505952,PROD1078,2023-08-17,Not as Described,1,122.53
RET900418,ORD505955,PROD1258,2023-09-06,Better Price Found,1,128.51
RET900419,ORD505961,PROD1122,2023-08-13,No Longer Needed,1,35.66
RET900420,ORD505976,PROD1001,2023-09-02,Wrong Item Shipped,1,89.0
RET900421,ORD505979,PROD1194,2023-09-01,Changed Mind,1,157.0
RET900422,ORD505984,PROD1230,2023-08-28,Size/Fit Issue,1,138.35
RET900423,ORD506000,PROD1047,2023-08-16,Better Price Found,1,15.44
RET900424,ORD506005,PROD1160,2023-09-06,Wrong Item Shipped,1,57.72
RET900425,ORD506007,PROD1170,2023-08-22,Changed Mind,1,143.39
RET900426,ORD506047,PROD1113,2023-08-19,Changed Mind,1,59.98
RET900427,ORD506050,PROD1090,2023-09-02,Not as Described,2,299.48
RET900428,ORD506051,PROD1068,2023-08-21,Better Price Found,1,72.86
RET900429,ORD506054,PROD1153,2023-09-10,Not as Described,3,333.54
RET900430,ORD506060,PROD1207,2023-08-18,No Longer Needed,2,63.24
RET900431,ORD506081,PROD1231,2023-09-03,No Longer Needed,3,235.74
RET900432,ORD506101,PROD1218,2023-09-03,Better Price Found,1,20.0
RET900433,ORD506103,PROD1137,2023-08-20,No Longer Needed,1,111.78
RET900434,ORD506106,PROD1122,2023-09-01,No Longer Needed,2,71.32
RET900435,ORD506107,PROD1115,2023-08-31,No Longer Needed,1,126.42
RET900436,ORD506120,PROD1001,2023-08-25,No Longer Needed,1,89.0
RET900437,ORD506121,PROD1147,2023-08-25,Changed Mind,1,56.65
RET900438,ORD506130,PROD1015,2023-08-26,Size/Fit Issue,1,118.79
RET900439,ORD506148,PROD1147,2023-08-30,Not as Described,1,54.5
RET900440,ORD506152,PROD1001,2023-09-17,Changed Mind,2,178.0
RET900441,ORD506168,PROD1071,2023-09-16,Size/Fit Issue,1,166.35
RET900442,ORD506190,PROD1004,2023-08-22,Size/Fit Issue,1,56.57
RET900443,ORD506206,PROD1001,2023-09-14,Wrong Item Shipped,1,89.0
RET900444,ORD506212,PROD1021,2023-08-28,Better Price Found,1,61.16
RET900445,ORD506234,PROD1001,2023-08-26,Size/Fit Issue,2,178.0
RET900446,ORD506241,PROD1231,2023-08-24,Better Price Found,1,78.58
RET900447,ORD506261,PROD1165,2023-09-10,Changed Mind,1,20.0
RET900448,ORD506263,PROD1001,2023-09-07,Defective/Damaged,1,89.0
RET900449,ORD506284,PROD1160,2023-08-30,Changed Mind,1,61.67
RET900450,ORD506313,PROD1043,2023-09-01,No Longer Needed,1,27.72
RET900451,ORD506321,PROD1152,2023-09-02,Wrong Item Shipped,1,86.17
RET900452,ORD506334,PROD1224,2023-09-22,Better Price Found,1,256.54
RET900453,ORD506344,PROD1113,2023-09-18,Size/Fit Issue,1,56.62
RET900454,ORD506357,PROD1136,2023-09-05,No Longer Needed,2,57.08
RET900455,ORD506375,PROD1169,2023-08-30,Better Price Found,1,285.61
RET900456,ORD506392,PROD1207,2023-09-22,Not Specified,1,27.89
RET900457,ORD506397,PROD1003,2023-09-15,Not as Described,2,176.58
RET900458,ORD506405,PROD1184,2023-09-24,Defective/Damaged,1,16.83
RET900459,ORD506406,PROD1159,2023-09-08,Defective/Damaged,1,9.33
RET900460,ORD506440,PROD1120,2023-09-09,No Longer Needed,1,19.71
RET900461,ORD506492,PROD1179,2023-09-24,Not as Described,1,185.55
RET900462,ORD506501,PROD1196,2023-09-03,Changed Mind,1,16.21
RET900463,ORD506502,PROD1147,2023-09-19,Size/Fit Issue,1,48.38
RET900464,ORD506521,PROD1258,2023-09-17,No Longer Needed,1,128.51
RET900465,ORD506553,PROD1239,2023-09-27,Better Price Found,1,29.99
RET900466,ORD506556,PROD1145,2023-09-23,Defective/Damaged,1,41.94
RET900467,ORD506564,PROD1109,2023-09-18,Not as Described,1,254.91
RET900468,ORD506583,PROD1060,2023-09-14,Changed Mind,1,33.31
RET900469,ORD506603,PROD1136,2023-09-17,Better Price Found,1,23.72
RET900470,ORD506633,PROD1159,2023-09-28,No Longer Needed,1,12.52
RET900471,ORD506651,PROD1068,2023-09-07,Wrong Item Shipped,1,55.16
RET900472,ORD506660,PROD1239,2023-09-10,Changed Mind,1,28.82
RET900473,ORD506663,PROD1015,2023-10-03,Changed Mind,1,102.16
RET900474,ORD506689,PROD1090,2023-09-13,Better Price Found,1,149.74
RET900475,ORD506723,PROD1147,2023-09-12,Defective/Damaged,1,56.65
RET900476,ORD506732,PROD1012,2023-09-21,Better Price Found,1,214.85
RET900477,ORD506761,PROD1071,2023-09-29,Not as Described,1,133.91
RET900478,ORD506796,PROD1059,2023-09-17,Size/Fit Issue,1,38.65
RET900479,ORD506802,PROD1165,2023-09-26,No Longer Needed,1,66.91
RET900480,ORD506836,PROD1165,2023-09-27,Wrong Item Shipped,1,66.91
RET900481,ORD506842,PROD1113,2023-10-06,No Longer Needed,1,59.98
RET900482,ORD506845,PROD1186,2023-09-25,Not as Described,1,88.95
RET900483,ORD506846,PROD1207,2023-09-26,Defective/Damaged,1,31.62
RET900484,ORD506855,PROD1107,2023-09-30,Not as Described,2,264.4
RET900485,ORD506860,PROD1159,2023-09-29,Not as Described,2,25.04
RET900486,ORD506864,PROD1071,2023-09-24,Better Price Found,1,166.35
RET900487,ORD506871,PROD1205,2023-09-22,No Longer Needed,1,121.86
RET900488,ORD506879,PROD1043,2023-10-09,No Longer Needed,1,27.72
RET900489,ORD506919,PROD1068,2023-09-30,Changed Mind,1,72.86
RET900490,ORD506928,PROD1249,2023-10-08,Not as Described,1,72.89
RET900491,ORD506932,PROD1100,2023-10-04,Changed Mind,1,72.79
RET900492,ORD506950,PROD1001,2023-09-16,Not as Described,1,89.0
RET900493,ORD506956,PROD1012,2023-09-17,Better Price Found,2,429.7
RET900494,ORD506959,PROD1228,2023-09-21,Wrong Item Shipped,2,228.58
RET900495,ORD506977,PROD1147,2023-10-13,Changed Mind,1,56.65
RET900496,ORD506987,PROD1167,2023-09-25,Better Price Found,1,13.94
RET900497,ORD506999,PROD1065,2023-09-25,Size/Fit Issue,1,66.51
RET900498,ORD507004,PROD1258,2023-10-12,Not as Described,1,128.51
RET900499,ORD507028,PROD1012,2023-09-29,Wrong Item Shipped,1,214.85
RET900500,ORD507035,PROD1175,2023-10-10,Defective/Damaged,1,122.04
RET900501,ORD507039,PROD1193,2023-09-29,No Longer Needed,1,119.7
RET900502,ORD507042,PROD1094,2023-09-27,Size/Fit Issue,1,19.08
RET900503,ORD507046,PROD1165,2023-09-30,Not as Described,1,66.91
RET900504,ORD507052,PROD1122,2023-09-22,Better Price Found,1,35.66
RET900505,ORD507061,PROD1113,2023-10-03,Changed Mind,1,59.98
RET900506,ORD507070,PROD1095,2023-10-12,Not as Described,3,332.76
RET900507,ORD507092,PROD1204,2023-09-24,Not as Described,1,54.71
RET900508,ORD507105,PROD1137,2023-10-06,Not as Described,1,86.74
RET900509,ORD507137,PROD1214,2023-10-17,No Longer Needed,1,132.49
RET900510,ORD507145,PROD1165,2023-09-29,Changed Mind,1,60.62
RET900511,ORD507184,PROD1020,2023-10-20,No Longer Needed,1,56.78
RET900512,ORD507187,PROD1133,2023-09-23,Not as Described,2,233.85
RET900513,ORD507192,PROD1222,2023-10-16,Size/Fit Issue,3,424.44
RET900514,ORD507211,PROD1107,2023-09-30,Wrong Item Shipped,1,111.97
RET900515,ORD507254,PROD1205,2023-10-14,Not as Described,1,138.63
RET900516,ORD507263,PROD1205,2023-10-03,Size/Fit Issue,1,138.63
RET900517,ORD507299,PROD1226,2023-10-22,Size/Fit Issue,1,34.66
RET900518,ORD507306,PROD1158,2023-09-28,Defective/Damaged,1,53.08
RET900519,ORD507306,PROD1160,2023-10-17,Size/Fit Issue,1,64.71
RET900520,ORD507309,PROD1165,2023-10-14,Wrong Item Shipped,1,66.91
RET900521,ORD507314,PROD1255,2023-10-01,Defective/Damaged,1,130.19
RET900522,ORD507382,PROD1177,2023-10-22,Better Price Found,1,20.0
RET900523,ORD507386,PROD1001,2023-10-01,Size/Fit Issue,1,66.39
RET900524,ORD507394,PROD1070,2023-10-27,Not as Described,1,87.92
RET900525,ORD507407,PROD1049,2023-10-09,No Longer Needed,1,50.03
RET900526,ORD507416,PROD1160,2023-10-03,Defective/Damaged,1,62.32
RET900527,ORD507425,PROD1082,2023-10-24,Defective/Damaged,1,206.84
RET900528,ORD507456,PROD1161,2023-10-20,Better Price Found,1,24.81
RET900529,ORD507498,PROD1137,2023-10-13,Better Price Found,1,80.82
RET900530,ORD507517,PROD1258,2023-10-22,No Longer Needed,1,128.51
RET900531,ORD507518,PROD1207,2023-10-11,Better Price Found,1,29.69
RET900532,ORD507522,PROD1122,2023-10-11,Defective/Damaged,1,35.55
RET900533,ORD507538,PROD1075,2023-10-30,Wrong Item Shipped,1,60.21
RET900534,ORD507539,PROD1189,2023-10-18,Wrong Item Shipped,1,113.62
RET900535,ORD507559,PROD1049,2023-10-23,Wrong Item Shipped,1,54.38
RET900536,ORD507566,PROD1159,2023-10-18,Defective/Damaged,2,25.04
RET900537,ORD507580,PROD1031,2023-10-27,Size/Fit Issue,1,19.92
RET900538,ORD507582,PROD1012,2023-10-10,Changed Mind,1,214.85
RET900539,ORD507586,PROD1191,2023-10-26,Better Price Found,1,42.59
RET900540,ORD507612,PROD1001,2023-10-25,Changed Mind,1,89.0
RET900541,ORD507613,PROD1015,2023-11-02,Size/Fit Issue,1,118.79
RET900542,ORD507635,PROD1028,2023-11-06,Defective/Damaged,1,126.14
RET900543,ORD507651,PROD1023,2023-10-26,Size/Fit Issue,1,101.06
RET900544,ORD507664,PROD1126,2023-11-05,Better Price Found,1,212.95
RET900545,ORD507708,PROD1152,2023-11-02,No Longer Needed,1,86.17
RET900546,ORD507716,PROD1235,2023-11-08,No Longer Needed,1,44.46
RET900547,ORD507726,PROD1115,2023-11-03,No Longer Needed,1,126.42
RET900548,ORD507739,PROD1001,2023-10-23,Changed Mind,1,89.0
RET900549,ORD507777,PROD1227,2023-10-29,No Longer Needed,1,163.54
RET900550,ORD507783,PROD1152,2023-10-20,Better Price Found,1,86.17
RET900551,ORD507791,PROD1090,2023-10-20,Size/Fit Issue,1,149.74
RET900552,ORD507796,PROD1165,2023-10-18,Better Price Found,1,66.91
RET900553,ORD507841,PROD1258,2023-11-06,Changed Mind,1,122.34
RET900554,ORD507883,PROD1258,2023-11-09,Wrong Item Shipped,1,128.51
RET900555,ORD507925,PROD1067,2023-11-06,Changed Mind,1,68.32
RET900556,ORD507935,PROD1230,2023-11-13,Not as Described,2,276.7
RET900557,ORD507941,PROD1230,2023-10-21,Size/Fit Issue,1,137.8
RET900558,ORD507942,PROD1165,2023-11-09,Better Price Found,1,64.43
RET900559,ORD507964,PROD1113,2023-10-23,Defective/Damaged,1,48.04
RET900560,ORD507989,PROD1193,2023-11-04,Not as Described,1,119.7
RET900561,ORD508008,PROD1258,2023-11-05,No Longer Needed,1,128.51
RET900562,ORD508009,PROD1003,2023-11-12,Not as Described,1,88.29
RET900563,ORD508019,PROD1001,2023-10-25,Defective/Damaged,2,178.0
RET900564,ORD508025,PROD1167,2023-11-08,Wrong Item Shipped,1,16.48
RET900565,ORD508029,PROD1230,2023-11-03,Changed Mind,1,138.35
RET900566,ORD508045,PROD1172,2023-11-16,Not as Described,1,194.2
RET900567,ORD508051,PROD1090,2023-10-28,Size/Fit Issue,1,131.32
RET900568,ORD508079,PROD1071,2023-11-18,Defective/Damaged,1,166.35
RET900569,ORD508090,PROD1065,2023-10-31,Changed Mind,1,66.51
RET900570,ORD508105,PROD1189,2023-11-11,Wrong Item Shipped,1,127.74
RET900571,ORD508112,PROD1165,2023-11-03,Size/Fit Issue,1,66.91
RET900572,ORD508117,PROD1169,2023-11-11,Size/Fit Issue,1,285.61
RET900573,ORD508187,PROD1211,2023-11-12,Not Specified,1,58.9
RET900574,ORD508204,PROD1224,2023-11-16,No Longer Needed,1,256.54
RET900575,ORD508211,PROD1247,2023-11-18,Defective/Damaged,1,276.76
RET900576,ORD508225,PROD1158,2023-11-11,Wrong Item Shipped,1,53.08
RET900577,ORD508245,PROD1068,2023-11-06,Wrong Item Shipped,1,61.2
RET900578,ORD508258,PROD1107,2023-11-08,Better Price Found,2,214.16
RET900579,ORD508305,PROD1012,2023-11-09,Better Price Found,1,214.85
RET900580,ORD508308,PROD1215,2023-11-03,Defective/Damaged,1,71.79
RET900581,ORD508308,PROD1230,2023-11-15,No Longer Needed,1,138.35
RET900582,ORD508312,PROD1207,2023-11-08,Defective/Damaged,2,57.74
RET900583,ORD508315,PROD1107,2023-11-11,Size/Fit Issue,1,132.2
RET900584,ORD508328,PROD1054,2023-11-21,Size/Fit Issue,1,11.68
RET900585,ORD508330,PROD1165,2023-11-15,Not as Described,1,66.91
RET900586,ORD508347,PROD1046,2023-11-06,No Longer Needed,1,96.36
RET900587,ORD508354,PROD1106,2023-11-26,Wrong Item Shipped,1,56.45
RET900588,ORD508361,PROD1165,2023-11-23,Size/Fit Issue,1,66.91
RET900589,ORD508366,PROD1072,2023-11-11,No Longer Needed,1,37.9
RET900590,ORD508392,PROD1065,2023-11-16,No Longer Needed,2,133.02
RET900591,ORD508394,PROD1230,2023-12-02,Defective/Damaged,1,138.35
RET900592,ORD508396,PROD1107,2023-11-26,Changed Mind,1,132.2
RET900593,ORD508402,PROD1211,2023-11-21,Not as Described,1,58.9
RET900594,ORD508426,PROD1033,2023-11-24,Changed Mind,1,185.77
RET900595,ORD508468,PROD1195,2023-11-26,Defective/Damaged,1,41.23
RET900596,ORD508469,PROD1130,2023-12-04,Changed Mind,1,71.37
RET900597,ORD508472,PROD1179,2023-11-21,Defective/Damaged,1,185.55
RET900598,ORD508476,PROD1075,2023-11-09,Not as Described,1,60.21
RET900599,ORD508491,PROD1239,2023-12-06,Changed Mind,1,29.99
RET900600,ORD508497,PROD1015,2023-11-24,Changed Mind,1,118.79
RET900601,ORD508500,PROD1001,2023-11-16,No Longer Needed,1,89.0
RET900602,ORD508504,PROD1137,2023-12-06,Better Price Found,1,111.78
RET900603,ORD508506,PROD1012,2023-11-27,Changed Mind,3,644.55
RET900604,ORD508517,PROD1012,2023-11-10,Not as Described,1,156.84
RET900605,ORD508519,PROD1064,2023-11-21,No Longer Needed,1,53.79
RET900606,ORD508529,PROD1018,2023-11-13,No Longer Needed,1,286.49
RET900607,ORD508529,PROD1234,2023-11-14,Better Price Found,2,547.74
RET900608,ORD508531,PROD1095,2023-11-28,Not as Described,1,110.92
RET900609,ORD508590,PROD1012,2023-11-21,Not as Described,1,214.85
RET900610,ORD508593,PROD1165,2023-12-08,Changed Mind,1,66.91
RET900611,ORD508622,PROD1190,2023-12-06,Changed Mind,2,315.22
RET900612,ORD508642,PROD1003,2023-12-04,Defective/Damaged,1,88.29
RET900613,ORD508655,PROD1179,2023-12-04,Better Price Found,1,185.55
RET900614,ORD508659,PROD1071,2023-12-07,Changed Mind,1,166.35
RET900615,ORD508704,PROD1008,2023-12-11,Changed Mind,1,150.9
RET900616,ORD508715,PROD1160,2023-12-10,Wrong Item Shipped,1,64.71
RET900617,ORD508737,PROD1003,2023-12-08,No Longer Needed,1,88.29
RET900618,ORD508754,PROD1254,2023-12-14,No Longer Needed,1,73.92
RET900619,ORD508781,PROD1107,2023-11-27,Defective/Damaged,1,132.2
RET900620,ORD508795,PROD1185,2023-11-24,Not as Described,1,114.18
RET900621,ORD508796,PROD1165,2023-12-11,Changed Mind,1,66.91
RET900622,ORD508827,PROD1243,2023-12-07,Defective/Damaged,1,235.5
RET900623,ORD508828,PROD1001,2023-11-22,Not as Described,1,74.76
RET900624,ORD508897,PROD1001,2023-12-07,Not as Described,1,66.3
RET900625,ORD508926,PROD1147,2023-11-29,Not as Described,1,55.35
RET900626,ORD508952,PROD1152,2023-12-16,Defective/Damaged,1,86.17
RET900627,ORD508976,PROD1001,2023-11-23,Not as Described,1,89.0
RET900628,ORD508977,PROD1214,2023-11-30,Size/Fit Issue,1,132.49
RET900629,ORD508982,PROD1020,2023-12-05,Size/Fit Issue,1,70.19
RET900630,ORD508993,PROD1128,2023-12-01,Size/Fit Issue,1,211.71
RET900631,ORD509002,PROD1189,2023-11-24,Defective/Damaged,2,259.1
RET900632,ORD509020,PROD1090,2023-11-30,Changed Mind,1,131.32
RET900633,ORD509032,PROD1107,2023-11-26,No Longer Needed,1,132.2
RET900634,ORD509070,PROD1012,2023-11-27,Wrong Item Shipped,1,214.85
RET900635,ORD509075,PROD1113,2023-12-06,Wrong Item Shipped,1,59.98
RET900636,ORD509075,PROD1165,2023-12-11,Defective/Damaged,1,66.91
RET900637,ORD509125,PROD1071,2023-12-07,No Longer Needed,1,153.87
RET900638,ORD509195,PROD1009,2023-12-20,No Longer Needed,1,121.39
RET900639,ORD509206,PROD1065,2023-12-02,Better Price Found,1,62.52
RET900640,ORD509229,PROD1075,2023-12-20,Not as Described,1,60.21
RET900641,ORD509248,PROD1090,2023-12-21,Wrong Item Shipped,1,149.74
RET900642,ORD509301,PROD1001,2023-11-30,Not as Described,1,89.0
RET900643,ORD509331,PROD1213,2023-12-25,Defective/Damaged,1,116.47
RET900644,ORD509344,PROD1243,2023-12-14,No Longer Needed,1,235.5
RET900645,ORD509346,PROD1090,2023-12-05,Defective/Damaged,1,149.74
RET900646,ORD509350,PROD1184,2023-12-06,No Longer Needed,1,16.83
RET900647,ORD509359,PROD1160,2023-12-21,Changed Mind,1,64.71
RET900648,ORD509372,PROD1194,2023-12-23,Wrong Item Shipped,2,314.0
RET900649,ORD509375,PROD1230,2023-12-16,Wrong Item Shipped,1,110.26
RET900650,ORD509400,PROD1028,2023-12-04,Defective/Damaged,2,208.64
RET900651,ORD509410,PROD1234,2023-12-18,Better Price Found,1,273.87
RET900652,ORD509423,PROD1186,2023-12-16,Not as Described,1,88.95
RET900653,ORD509476,PROD1028,2023-12-17,Better Price Found,1,126.14
RET900654,ORD509506,PROD1026,2023-12-20,Not Specified,1,19.17
RET900655,ORD509519,PROD1012,2023-12-08,Not as Described,1,214.85
RET900656,ORD509521,PROD1186,2023-12-14,Wrong Item Shipped,1,78.9
RET900657,ORD509540,PROD1191,2023-12-09,No Longer Needed,1,42.59
RET900658,ORD509570,PROD1207,2023-12-18,Defective/Damaged,1,31.62
RET900659,ORD509604,PROD1031,2023-12-21,Changed Mind,1,61.68
RET900660,ORD509611,PROD1152,2023-12-31,No Longer Needed,1,81.0
RET900661,ORD509639,PROD1001,2023-12-13,Size/Fit Issue,1,70.93
RET900662,ORD509650,PROD1184,2023-12-18,Wrong Item Shipped,1,12.07
RET900663,ORD509651,PROD1204,2023-12-21,No Longer Needed,1,50.28
RET900664,ORD509659,PROD1147,2023-12-08,Not as Described,1,46.23
RET900665,ORD509667,PROD1232,2023-12-28,Not as Described,1,34.28
RET900666,ORD509670,PROD1080,2023-12-18,Defective/Damaged,1,84.99
RET900667,ORD509683,PROD1107,2023-12-21,Defective/Damaged,1,132.2
RET900668,ORD509690,PROD1068,2023-12-17,Changed Mind,1,71.91
RET900669,ORD509704,PROD1106,2023-12-27,Better Price Found,1,68.34
RET900670,ORD509706,PROD1026,2023-12-29,Defective/Damaged,1,20.67
RET900671,ORD509719,PROD1126,2023-12-29,Size/Fit Issue,1,212.95
RET900672,ORD509719,PROD1199,2023-12-13,No Longer Needed,1,192.1
RET900673,ORD509726,PROD1001,2023-12-09,Better Price Found,1,66.13
RET900674,ORD509735,PROD1176,2023-12-11,Not Specified,1,130.28
RET900675,ORD509737,PROD1126,2023-12-25,Not as Described,1,192.29
RET900676,ORD509738,PROD1094,2024-01-02,Wrong Item Shipped,1,16.68
RET900677,ORD509759,PROD1001,2023-12-12,Size/Fit Issue,1,77.88
RET900678,ORD509783,PROD1133,2023-12-19,Not as Described,1,142.42
RET900679,ORD509864,PROD1230,2023-12-12,Wrong Item Shipped,3,403.43
RET900680,ORD509874,PROD1165,2024-01-05,Size/Fit Issue,1,66.91
RET900681,ORD509878,PROD1240,2023-12-12,Wrong Item Shipped,1,25.14
RET900682,ORD509879,PROD1055,2023-12-16,Better Price Found,2,109.15
RET900683,ORD509907,PROD1139,2024-01-06,Better Price Found,1,297.03
RET900684,ORD509910,PROD1087,2023-12-11,Changed Mind,1,114.0
RET900685,ORD509919,PROD1127,2024-01-01,Wrong Item Shipped,1,60.63
RET900686,ORD509934,PROD1248,2023-12-11,Better Price Found,1,255.23
RET900687,ORD509935,PROD1191,2023-12-13,Size/Fit Issue,1,39.35
RET900688,ORD509942,PROD1008,2023-12-21,Better Price Found,1,137.77
RET900689,ORD509958,PROD1231,2024-01-01,No Longer Needed,1,78.58
RET900690,ORD509959,PROD1134,2023-12-24,Not as Described,1,45.21
RET900691,ORD509964,PROD1249,2023-12-30,Better Price Found,1,79.75
RET900692,ORD509974,PROD1249,2023-12-20,Wrong Item Shipped,1,74.49
RET900693,ORD509976,PROD1020,2023-12-27,No Longer Needed,1,66.64
RET900694,ORD509988,PROD1001,2024-01-01,Wrong Item Shipped,1,79.66
RET900695,ORD509998,PROD1101,2024-01-02,No Longer Needed,1,249.58
RET900696,ORD510007,PROD1065,2024-01-03,No Longer Needed,1,49.55
RET900697,ORD510018,PROD1065,2023-12-30,Changed Mind,3,196.54
RET900698,ORD510034,PROD1014,2023-12-24,Better Price Found,1,46.51
RET900699,ORD510077,PROD1170,2023-12-30,Defective/Damaged,1,117.01
RET900700,ORD510100,PROD1230,2023-12-27,Defective/Damaged,1,136.0
RET900701,ORD510101,PROD1028,2023-12-23,Not as Described,1,126.14
RET900702,ORD510101,PROD1054,2023-12-19,Better Price Found,1,11.68
RET900703,ORD510108,PROD1219,2023-12-27,Defective/Damaged,1,65.69
RET900704,ORD510115,PROD1015,2024-01-02,Not Specified,1,110.24
RET900705,ORD510201,PROD1156,2023-12-20,Defective/Damaged,1,174.1
RET900706,ORD510223,PROD1033,2023-12-19,Not as Described,1,149.73
RET900707,ORD510231,PROD1127,2024-01-10,Changed Mind,1,60.63
RET900708,ORD510239,PROD1147,2024-01-13,Not as Described,1,56.65
RET900709,ORD510246,PROD1050,2023-12-28,Wrong Item Shipped,1,148.32
RET900710,ORD510250,PROD1156,2024-01-05,No Longer Needed,2,311.99
RET900711,ORD510262,PROD1091,2023-12-19,Not as Described,1,203.64
RET900712,ORD510284,PROD1258,2024-01-04,Defective/Damaged,1,119.13
RET900713,ORD510298,PROD1169,2023-12-19,Changed Mind,1,16.74
RET900714,ORD510305,PROD1134,2024-01-06,Wrong Item Shipped,2,90.42
RET900715,ORD510315,PROD1213,2024-01-07,Defective/Damaged,1,109.01
RET900716,ORD510337,PROD1037,2024-01-11,Not as Described,1,121.73
RET900717,ORD510343,PROD1158,2024-01-12,Changed Mind,1,53.08
RET900718,ORD510345,PROD1195,2023-12-22,Defective/Damaged,1,41.23
RET900719,ORD510356,PROD1013,2024-01-13,Size/Fit Issue,1,86.11
RET900720,ORD510376,PROD1074,2024-01-16,Changed Mind,1,75.09
RET900721,ORD510396,PROD1107,2023-12-30,No Longer Needed,1,130.61
RET900722,ORD510409,PROD1008,2024-01-03,No Longer Needed,1,137.02
RET900723,ORD510416,PROD1159,2023-12-24,No Longer Needed,1,9.94
RET900724,ORD510422,PROD1239,2024-01-02,Wrong Item Shipped,1,29.87
RET900725,ORD510422,PROD1001,2023-12-25,Size/Fit Issue,1,88.64
RET900726,ORD510424,PROD1101,2024-01-17,Size/Fit Issue,1,241.34
RET900727,ORD510443,PROD1186,2024-01-17,Not as Described,1,68.94
RET900728,ORD510453,PROD1015,2023-12-31,Changed Mind,1,118.79
RET900729,ORD510462,PROD1154,2024-01-11,Wrong Item Shipped,1,144.94
