customer_id,signup_date,gender,age,city,country,acquisition_channel,customer_segment
CUST106584,2025-10-24,Male,46,Dallas,Usa,Affiliate,Mainstream
CUST102966,2024-04-01,Female,32,Austin,Usa,Social Media,Budget
CUST102865,2024-03-17,Female,18,Seattle,Usa,Paid Search,Mainstream
CUST100746,2023-04-26,Male,43,Calgary,Canada,Email,Mainstream
CUST105003,2025-02-20,Male,31,Boston,Usa,Affiliate,Budget
CUST101662,2023-09-14,Female,36,Denver,Usa,Direct,Budget
CUST103319,2024-05-25,Other/Undisclosed,29,Dallas,Usa,Organic Search,Premium
CUST106746,2025-11-20,Female,47,Chicago,Usa,Organic Search,Mainstream
CUST103728,2024-07-28,Female,22,Vancouver,Canada,Direct,Mainstream
CUST103127,2024-04-28,Male,48,Portland,Usa,Social Media,Budget
CUST104318,2024-10-27,Other/Undisclosed,55,Montreal,Canada,Organic Search,Mainstream
CUST100259,2023-02-11,Female,36,Montreal,Canada,Organic Search,Mainstream
CUST106332,2025-09-19,Male,36,Nashville,Usa,Direct,Budget
CUST106464,2025-10-09,Female,40,San Diego,Usa,Paid Search,Premium
CUST104539,2024-12-01,Male,18,Miami,Usa,Direct,Premium
CUST103023,2024-04-12,Female,30,Phoenix,Usa,Email,Budget
CUST101702,2023-09-20,Female,37,Nashville,Usa,Referral,Budget
CUST100599,2023-04-07,Male,37,Minneapolis,Usa,Direct,Mainstream
CUST100045,2023-01-07,Female,35,San Diego,Usa,Referral,Mainstream
CUST104479,2024-11-22,Female,60,Vancouver,Canada,Email,Mainstream
CUST104708,2024-12-31,Male,21,Portland,Usa,Paid Search,Mainstream
CUST103583,2024-07-06,Female,52,San Diego,Usa,Organic Search,Budget
CUST106728,2025-11-17,Female,35,Los Angeles,Usa,Paid Search,Mainstream
CUST103780,2024-08-04,Male,41,Austin,Usa,Referral,Premium
CUST101215,2023-07-04,Female,33,Dallas,Usa,Direct,Mainstream
CUST102069,2023-11-14,Male,40,Dallas,Usa,Social Media,Budget
CUST106171,2025-08-19,Other/Undisclosed,36,Minneapolis,Usa,Direct,Mainstream
CUST103857,2024-08-13,Female,36,Miami,Usa,Paid Search,Premium
CUST102821,2024-03-10,Female,51,San Diego,Usa,Paid Search,Mainstream
CUST100426,2023-03-09,Female,43,Austin,Usa,Paid Search,Budget
CUST106302,2025-09-13,Male,37,Nashville,Usa,Paid Search,Budget
CUST100805,2023-05-05,Female,69,Chicago,Usa,Paid Search,Budget
CUST100410,2023-03-07,Female,31,Miami,Usa,Referral,Budget
CUST103322,2024-05-26,Female,25,Minneapolis,Usa,Organic Search,Budget
CUST105144,2025-03-15,Female,24,San Diego,Usa,Organic Search,Mainstream
CUST100438,2023-03-12,Female,46,San Diego,Usa,Email,Premium
CUST106782,2025-11-27,Female,18,Atlanta,Usa,Social Media,Budget
CUST100434,2023-03-11,Female,29,Atlanta,Usa,Paid Search,Mainstream
CUST105626,2025-05-25,Female,31,Houston,Usa,Social Media,Mainstream
CUST104552,2024-12-04,Male,38,Seattle,Usa,Affiliate,Mainstream
CUST104897,2025-02-02,Male,26,Atlanta,Usa,Affiliate,Budget
CUST103573,2024-07-04,Female,27,Portland,Usa,Direct,Budget
CUST101915,2023-10-22,Female,35,Montreal,Canada,Paid Search,Budget
CUST101559,2023-08-26,Female,25,Nashville,Usa,Affiliate,Mainstream
CUST104755,2025-01-08,Female,54,Denver,Usa,Affiliate,Mainstream
CUST106759,2025-11-22,Male,18,Calgary,Canada,Email,Premium
CUST101049,2023-06-11,Female,35,Austin,Usa,Paid Search,Mainstream
CUST100626,2023-04-11,Female,25,Vancouver,Canada,Email,Premium
CUST102859,2024-03-16,Female,47,Nashville,Usa,Paid Search,Mainstream
CUST100210,2023-02-05,Male,39,Los Angeles,Usa,Organic Search,Mainstream
CUST104305,2024-10-25,Male,18,San Diego,Usa,Referral,Budget
CUST105992,2025-07-21,Male,46,Denver,Usa,Direct,Premium
CUST104039,2024-09-10,Female,30,Unknown,Usa,Paid Search,Premium
CUST100051,2023-01-08,Female,20,San Diego,Usa,Organic Search,Budget
CUST101109,2023-06-18,Other/Undisclosed,23,San Diego,Usa,Paid Search,Budget
CUST103103,2024-04-24,Female,36,Phoenix,Usa,Email,Budget
CUST101443,2023-08-06,Other/Undisclosed,29,Nashville,Usa,Social Media,Budget
CUST103792,2024-08-05,Male,40,Nashville,Usa,Referral,Premium
CUST101536,2023-08-22,Male,30,Dallas,Usa,Social Media,Premium
CUST104900,2025-02-03,Female,31,Chicago,Usa,Paid Search,Budget
CUST104172,2024-10-03,Male,39,Chicago,Usa,Affiliate,Mainstream
CUST105973,2025-07-19,Female,66,Minneapolis,Usa,Affiliate,Budget
CUST104535,2024-12-01,Male,49,San Diego,Usa,Organic Search,Mainstream
CUST106201,2025-08-23,Female,35,Denver,Usa,Direct,Mainstream
CUST106449,2025-10-07,Female,33,Portland,Usa,Social Media,Mainstream
CUST103682,2024-07-22,Male,34,Phoenix,Usa,Paid Search,Mainstream
CUST106734,2025-11-18,Male,50,New York,Usa,Paid Search,Mainstream
CUST103463,2024-06-17,Female,30,Atlanta,Usa,Direct,Mainstream
CUST105455,2025-04-27,Female,56,Houston,Usa,Social Media,Budget
CUST102986,2024-04-04,Female,36,Minneapolis,Usa,Affiliate,Budget
CUST101832,2023-10-08,Female,18,Portland,Usa,Affiliate,Budget
CUST105229,2025-03-27,Female,50,Montreal,Canada,Direct,Budget
CUST102680,2024-02-16,Female,42,Dallas,Usa,Social Media,Mainstream
CUST102874,2024-03-19,Female,42,Phoenix,Usa,Organic Search,Premium
CUST100705,2023-04-21,Male,20,Los Angeles,Usa,Social Media,Budget
CUST102647,2024-02-10,Female,53,Denver,Usa,Direct,Mainstream
CUST105623,2025-05-25,Female,66,Denver,Usa,Affiliate,Mainstream
CUST103826,2024-08-10,Other/Undisclosed,46,Minneapolis,Usa,Social Media,Budget
CUST106222,2025-08-28,Female,37,Seattle,Usa,Direct,Mainstream
CUST106056,2025-07-31,Female,38,San Diego,Usa,Social Media,Mainstream
CUST100527,2023-03-25,Male,47,Atlanta,Usa,Email,Budget
CUST103312,2024-05-24,Female,56,Miami,Usa,Social Media,Premium
CUST100565,2023-04-02,Male,35,Seattle,Usa,Direct,Premium
CUST104489,2024-11-23,Male,61,Montreal,Canada,Social Media,Premium
CUST100640,2023-04-13,Female,33,New York,Usa,Direct,Mainstream
CUST101501,2023-08-15,Male,34,Chicago,Usa,Paid Search,Mainstream
CUST100730,2023-04-24,Other/Undisclosed,35,Houston,Usa,Organic Search,Budget
CUST105325,2025-04-10,Male,32,Denver,Usa,Email,Mainstream
CUST105970,2025-07-19,Male,52,Boston,Usa,Direct,Mainstream
CUST100325,2023-02-22,Female,29,Vancouver,Canada,Affiliate,Budget
CUST102045,2023-11-11,Female,31,Unknown,Usa,Affiliate,Budget
CUST100290,2023-02-17,Female,44,Boston,Usa,Referral,Premium
CUST105969,2025-07-19,Female,36,Vancouver,Canada,Organic Search,Budget
CUST103007,2024-04-08,Female,33,Calgary,Canada,Organic Search,Mainstream
CUST105515,2025-05-07,Male,32,Dallas,Usa,Organic Search,Budget
CUST106058,2025-07-31,Female,40,Houston,Usa,Organic Search,Mainstream
CUST104635,2024-12-18,Female,30,Phoenix,Usa,Email,Mainstream
CUST106625,2025-10-31,Female,36,Seattle,Usa,Organic Search,Budget
CUST104525,2024-11-29,Female,28,Austin,Usa,Direct,Budget
CUST106135,2025-08-13,Female,44,Miami,Usa,Direct,Mainstream
CUST100864,2023-05-14,Male,40,Nashville,Usa,Organic Search,Budget
CUST102663,2024-02-13,Male,28,Austin,Usa,Paid Search,Budget
CUST105953,2025-07-16,Male,31,Nashville,Usa,Direct,Budget
CUST106062,2025-07-31,Female,58,Miami,Usa,Organic Search,Budget
CUST106159,2025-08-16,Female,30,Atlanta,Usa,Email,Budget
CUST106870,2025-12-11,Female,42,Unknown,Usa,Organic Search,Budget
CUST105525,2025-05-09,Female,47,Houston,Usa,Affiliate,Mainstream
CUST100371,2023-03-02,Female,22,Dallas,Usa,Email,Premium
CUST103742,2024-07-30,Male,37,Minneapolis,Usa,Email,Budget
CUST103487,2024-06-22,Female,56,Minneapolis,Usa,Organic Search,Budget
CUST105729,2025-06-11,Female,24,Seattle,Usa,Paid Search,Budget
CUST106997,2025-12-30,Male,39,Calgary,Canada,Organic Search,Mainstream
CUST105108,2025-03-09,Female,42,Denver,Usa,Organic Search,Budget
CUST105407,2025-04-20,Male,38,New York,Usa,Email,Budget
CUST104829,2025-01-20,Female,42,Denver,Usa,Social Media,Budget
CUST106768,2025-11-24,Male,27,Houston,Usa,Organic Search,Budget
CUST106368,2025-09-26,Female,29,Toronto,Canada,Affiliate,Mainstream
CUST101867,2023-10-14,Male,32,Atlanta,Usa,Paid Search,Mainstream
CUST103172,2024-05-04,Female,42,Boston,Usa,Email,Mainstream
CUST105683,2025-06-02,Other/Undisclosed,40,Boston,Usa,Organic Search,Mainstream
CUST106490,2025-10-13,Female,49,Houston,Usa,Social Media,Premium
CUST105344,2025-04-12,Male,29,Dallas,Usa,Paid Search,Mainstream
CUST100122,2023-01-21,Female,21,Dallas,Usa,Referral,Budget
CUST100479,2023-03-17,Male,37,Minneapolis,Usa,Paid Search,Budget
CUST104377,2024-11-04,Male,35,Austin,Usa,Paid Search,Mainstream
CUST103615,2024-07-10,Male,28,Boston,Usa,Affiliate,Budget
CUST102034,2023-11-09,Male,44,Denver,Usa,Email,Budget
CUST103955,2024-08-29,Female,21,Dallas,Usa,Direct,Budget
CUST104817,2025-01-18,Male,52,Los Angeles,Usa,Paid Search,Mainstream
CUST100940,2023-05-25,Female,29,Boston,Usa,Social Media,Mainstream
CUST101352,2023-07-25,Male,43,Denver,Usa,Referral,Mainstream
CUST105140,2025-03-14,Female,33,Portland,Usa,Email,Budget
CUST100439,2023-03-12,Female,41,Atlanta,Usa,Paid Search,Premium
CUST100847,2023-05-12,Male,42,Chicago,Usa,Paid Search,Mainstream
CUST106250,2025-09-02,Male,56,Austin,Usa,Affiliate,Premium
CUST103656,2024-07-18,Male,64,Montreal,Canada,Referral,Mainstream
CUST102899,2024-03-24,Male,48,Houston,Usa,Social Media,Budget
CUST106986,2025-12-28,Female,20,Austin,Usa,Referral,Budget
CUST101173,2023-06-28,Female,18,San Diego,Usa,Email,Premium
CUST103819,2024-08-07,Female,25,Montreal,Canada,Social Media,Mainstream
CUST105612,2025-05-23,Female,48,Seattle,Usa,Organic Search,Mainstream
CUST101671,2023-09-15,Male,31,Nashville,Usa,Email,Mainstream
CUST106016,2025-07-24,Male,37,Portland,Usa,Social Media,Premium
CUST104620,2024-12-15,Female,35,Vancouver,Canada,Social Media,Mainstream
CUST102548,2024-01-22,Female,21,Nashville,Usa,Organic Search,Mainstream
CUST104860,2025-01-26,Female,46,Houston,Usa,Social Media,Mainstream
CUST100279,2023-02-14,Other/Undisclosed,26,New York,Usa,Organic Search,Mainstream
CUST101966,2023-10-30,Male,29,Dallas,Usa,Paid Search,Mainstream
CUST103252,2024-05-14,Male,43,New York,Usa,Organic Search,Budget
CUST104480,2024-11-22,Female,35,Dallas,Usa,Organic Search,Premium
CUST106229,2025-08-29,Male,34,Miami,Usa,Social Media,Premium
CUST106073,2025-08-02,Male,54,Seattle,Usa,Paid Search,Premium
CUST104603,2024-12-14,Male,33,Phoenix,Usa,Referral,Premium
CUST103612,2024-07-09,Male,31,Vancouver,Canada,Organic Search,Premium
CUST102876,2024-03-20,Female,36,Minneapolis,Usa,Direct,Mainstream
CUST101101,2023-06-18,Male,22,Phoenix,Usa,Direct,Premium
CUST102759,2024-03-02,Female,36,San Diego,Usa,Referral,Premium
CUST101916,2023-10-22,Female,25,Montreal,Canada,Affiliate,Budget
CUST103980,2024-09-01,Female,32,Austin,Usa,Organic Search,Mainstream
CUST100577,2023-04-04,Male,18,Portland,Usa,Email,Budget
CUST100059,2023-01-09,Female,49,Boston,Usa,Organic Search,Budget
CUST105187,2025-03-20,Female,19,Toronto,Canada,Paid Search,Mainstream
CUST100787,2023-05-03,Female,30,Phoenix,Usa,Organic Search,Budget
CUST104160,2024-10-01,Female,29,Nashville,Usa,Social Media,Budget
CUST104918,2025-02-05,Female,34,Dallas,Usa,Paid Search,Mainstream
CUST101650,2023-09-12,Male,18,Portland,Usa,Email,Mainstream
CUST105545,2025-05-12,Female,39,Boston,Usa,Organic Search,Mainstream
CUST103975,2024-08-31,Female,44,Houston,Usa,Organic Search,Mainstream
CUST105956,2025-07-17,Female,30,Montreal,Canada,Direct,Mainstream
CUST101183,2023-06-30,Male,41,Chicago,Usa,Organic Search,Mainstream
CUST103836,2024-08-11,Male,36,Atlanta,Usa,Social Media,Budget
CUST106454,2025-10-08,Male,43,Los Angeles,Usa,Direct,Premium
CUST101886,2023-10-17,Female,44,Houston,Usa,Direct,Budget
CUST104692,2024-12-28,Female,29,New York,Usa,Organic Search,Mainstream
CUST106802,2025-11-29,Male,62,Los Angeles,Usa,Organic Search,Budget
CUST105965,2025-07-18,Female,40,Boston,Usa,Direct,Premium
CUST100184,2023-01-31,Female,54,Portland,Usa,Organic Search,Mainstream
CUST101558,2023-08-25,Male,35,Chicago,Usa,Affiliate,Budget
CUST103529,2024-06-28,Male,27,Chicago,Usa,Paid Search,Premium
CUST100420,2023-03-08,Female,40,Vancouver,Canada,Email,Mainstream
CUST104903,2025-02-03,Male,47,Portland,Usa,Paid Search,Premium
CUST100553,2023-03-30,Female,38,Nashville,Usa,Email,Budget
CUST106988,2025-12-29,Other/Undisclosed,24,Montreal,Canada,Paid Search,Mainstream
CUST106301,2025-09-13,Male,25,Portland,Usa,Email,Premium
CUST104878,2025-01-29,Female,52,San Diego,Usa,Paid Search,Budget
CUST101649,2023-09-12,Female,32,Los Angeles,Usa,Paid Search,Budget
CUST100443,2023-03-13,Male,28,Vancouver,Canada,Referral,Premium
CUST104993,2025-02-18,Male,38,Miami,Usa,Organic Search,Budget
CUST104301,2024-10-24,Male,32,Seattle,Usa,Referral,Budget
CUST101561,2023-08-26,Female,23,Denver,Usa,Social Media,Mainstream
CUST102413,2024-01-02,Female,27,Nashville,Usa,Affiliate,Mainstream
CUST103274,2024-05-19,Female,46,Seattle,Usa,Direct,Budget
CUST103195,2024-05-07,Female,48,San Diego,Usa,Referral,Budget
CUST103879,2024-08-17,Female,25,Houston,Usa,Social Media,Budget
CUST100181,2023-01-30,Female,25,Chicago,Usa,Organic Search,Mainstream
CUST106696,2025-11-13,Female,21,Nashville,Usa,Direct,Mainstream
CUST100794,2023-05-03,Male,29,Portland,Usa,Social Media,Mainstream
CUST102288,2023-12-16,Male,32,Boston,Usa,Email,Mainstream
CUST106497,2025-10-14,Female,47,Vancouver,Canada,Organic Search,Budget
CUST106811,2025-11-30,Female,30,Atlanta,Usa,Organic Search,Budget
CUST105251,2025-03-30,Female,25,Denver,Usa,Social Media,Mainstream
CUST106147,2025-08-15,Female,43,Boston,Usa,Social Media,Mainstream
CUST103580,2024-07-06,Male,18,Vancouver,Canada,Paid Search,Premium
CUST103135,2024-04-29,Female,31,Minneapolis,Usa,Referral,Mainstream
CUST103362,2024-05-31,Female,49,Miami,Usa,Direct,Mainstream
CUST103608,2024-07-09,Female,23,Seattle,Usa,Social Media,Budget
CUST106905,2025-12-16,Female,44,Austin,Usa,Social Media,Premium
CUST100530,2023-03-26,Female,56,Chicago,Usa,Paid Search,Mainstream
CUST105789,2025-06-21,Female,31,Phoenix,Usa,Paid Search,Budget
CUST100710,2023-04-22,Male,24,Boston,Usa,Social Media,Mainstream
CUST106385,2025-09-28,Male,37,Houston,Usa,Organic Search,Budget
CUST103539,2024-06-29,Male,46,Atlanta,Usa,Social Media,Mainstream
CUST100558,2023-03-31,Female,24,Los Angeles,Usa,Organic Search,Mainstream
CUST105920,2025-07-11,Female,47,Phoenix,Usa,Social Media,Budget
CUST102302,2023-12-18,Male,35,Chicago,Usa,Affiliate,Mainstream
CUST101371,2023-07-27,Female,23,Los Angeles,Usa,Affiliate,Mainstream
CUST105865,2025-07-03,Female,41,New York,Usa,Organic Search,Premium
CUST106621,2025-10-31,Female,47,Nashville,Usa,Organic Search,Mainstream
CUST100907,2023-05-21,Female,19,Miami,Usa,Affiliate,Mainstream
CUST106389,2025-09-29,Male,18,Atlanta,Usa,Organic Search,Premium
CUST106095,2025-08-05,Female,48,Nashville,Usa,Referral,Mainstream
CUST105962,2025-07-18,Female,35,Boston,Usa,Paid Search,Mainstream
CUST103626,2024-07-12,Female,20,Nashville,Usa,Paid Search,Budget
CUST104236,2024-10-13,Male,18,Portland,Usa,Paid Search,Mainstream
CUST103872,2024-08-16,Female,30,Los Angeles,Usa,Paid Search,Budget
CUST101864,2023-10-13,Male,38,Seattle,Usa,Organic Search,Budget
CUST104409,2024-11-09,Female,18,Phoenix,Usa,Social Media,Budget
CUST106809,2025-11-30,Female,38,Denver,Usa,Paid Search,Budget
CUST100926,2023-05-24,Female,32,Nashville,Usa,Paid Search,Budget
CUST102477,2024-01-11,Female,47,Phoenix,Usa,Paid Search,Mainstream
CUST102115,2023-11-21,Female,41,Chicago,Usa,Direct,Mainstream
CUST105178,2025-03-19,Male,43,Austin,Usa,Paid Search,Premium
CUST100015,2023-01-03,Male,30,Austin,Usa,Direct,Budget
CUST106358,2025-09-25,Female,34,Houston,Usa,Social Media,Budget
CUST100315,2023-02-20,Female,31,Calgary,Canada,Organic Search,Budget
CUST106978,2025-12-27,Female,27,Miami,Usa,Paid Search,Budget
CUST104995,2025-02-18,Female,36,New York,Usa,Paid Search,Premium
CUST101161,2023-06-26,Male,37,New York,Usa,Email,Mainstream
CUST103298,2024-05-22,Female,31,Atlanta,Usa,Affiliate,Mainstream
CUST101616,2023-09-05,Male,58,Phoenix,Usa,Organic Search,Mainstream
CUST102215,2023-12-05,Female,36,New York,Usa,Paid Search,Budget
CUST101362,2023-07-26,Female,36,Minneapolis,Usa,Email,Mainstream
CUST101726,2023-09-23,Female,37,Portland,Usa,Paid Search,Mainstream
CUST101212,2023-07-03,Male,25,Houston,Usa,Affiliate,Mainstream
CUST105838,2025-06-28,Male,18,Phoenix,Usa,Organic Search,Budget
CUST102570,2024-01-28,Male,33,Nashville,Usa,Referral,Budget
CUST105121,2025-03-11,Male,47,San Diego,Usa,Direct,Mainstream
CUST105459,2025-04-28,Male,44,Chicago,Usa,Social Media,Budget
CUST105845,2025-06-30,Male,38,Houston,Usa,Social Media,Budget
CUST105382,2025-04-16,Male,36,Los Angeles,Usa,Social Media,Premium
CUST105792,2025-06-22,Male,24,Portland,Usa,Direct,Mainstream
CUST105930,2025-07-13,Female,32,Los Angeles,Usa,Paid Search,Budget
CUST103165,2024-05-03,Male,49,Nashville,Usa,Email,Budget
CUST101465,2023-08-09,Female,28,Los Angeles,Usa,Referral,Mainstream
CUST102534,2024-01-20,Other/Undisclosed,27,Portland,Usa,Social Media,Mainstream
CUST105278,2025-04-02,Male,39,Seattle,Usa,Direct,Premium
CUST101323,2023-07-20,Male,25,Portland,Usa,Paid Search,Mainstream
CUST105200,2025-03-23,Female,29,Nashville,Usa,Social Media,Budget
CUST101765,2023-09-28,Female,44,San Diego,Usa,Organic Search,Budget
CUST106168,2025-08-19,Male,26,Montreal,Canada,Organic Search,Mainstream
CUST101894,2023-10-18,Female,27,Seattle,Usa,Paid Search,Mainstream
CUST105183,2025-03-20,Male,20,Seattle,Usa,Organic Search,Mainstream
CUST100387,2023-03-04,Male,39,Nashville,Usa,Social Media,Budget
CUST102272,2023-12-13,Female,47,Vancouver,Canada,Organic Search,Premium
CUST101032,2023-06-07,Male,18,Atlanta,Usa,Direct,Premium
CUST104586,2024-12-11,Male,61,New York,Usa,Social Media,Premium
CUST106217,2025-08-28,Female,45,Boston,Usa,Direct,Mainstream
CUST105044,2025-02-27,Female,43,San Diego,Usa,Email,Premium
CUST101512,2023-08-17,Female,35,Minneapolis,Usa,Social Media,Mainstream
CUST106617,2025-10-30,Female,36,Vancouver,Canada,Social Media,Mainstream
CUST104762,2025-01-09,Male,38,San Diego,Usa,Direct,Premium
CUST101010,2023-06-04,Male,18,Atlanta,Usa,Affiliate,Budget
CUST106192,2025-08-22,Male,35,Boston,Usa,Organic Search,Premium
CUST100931,2023-05-24,Male,27,Chicago,Usa,Direct,Premium
CUST106216,2025-08-27,Female,41,Miami,Usa,Email,Budget
CUST100691,2023-04-19,Male,18,Denver,Usa,Organic Search,Budget
CUST100533,2023-03-27,Female,44,Los Angeles,Usa,Paid Search,Budget
CUST102423,2024-01-04,Female,50,Boston,Usa,Organic Search,Mainstream
CUST102223,2023-12-06,Male,40,Nashville,Usa,Referral,Premium
CUST100652,2023-04-14,Female,18,Houston,Usa,Organic Search,Budget
CUST100033,2023-01-06,Female,42,Denver,Usa,Paid Search,Budget
CUST103706,2024-07-25,Female,43,Seattle,Usa,Social Media,Premium
CUST100044,2023-01-06,Female,49,Montreal,Canada,Organic Search,Budget
CUST105097,2025-03-07,Male,27,New York,Usa,Email,Budget
CUST102310,2023-12-18,Female,36,Toronto,Canada,Paid Search,Mainstream
CUST100964,2023-05-28,Female,49,Minneapolis,Usa,Social Media,Budget
CUST101615,2023-09-05,Male,54,Miami,Usa,Paid Search,Mainstream
CUST103686,2024-07-23,Female,23,Miami,Usa,Affiliate,Premium
CUST106194,2025-08-23,Female,34,Houston,Usa,Direct,Mainstream
CUST105163,2025-03-17,Male,35,Denver,Usa,Email,Mainstream
CUST105331,2025-04-10,Female,27,Unknown,Usa,Paid Search,Mainstream
CUST105480,2025-05-02,Female,33,Denver,Usa,Direct,Mainstream
CUST105513,2025-05-07,Female,20,Chicago,Usa,Email,Mainstream
CUST105288,2025-04-03,Female,25,Seattle,Usa,Referral,Mainstream
CUST105827,2025-06-26,Female,45,Boston,Usa,Email,Mainstream
CUST102312,2023-12-19,Male,33,Chicago,Usa,Organic Search,Mainstream
CUST102882,2024-03-21,Male,41,Phoenix,Usa,Organic Search,Premium
CUST100026,2023-01-05,Female,31,San Diego,Usa,Organic Search,Budget
CUST105873,2025-07-04,Other/Undisclosed,34,Portland,Usa,Paid Search,Mainstream
CUST100063,2023-01-10,Female,35,Chicago,Usa,Affiliate,Budget
CUST101044,2023-06-10,Female,50,San Diego,Usa,Paid Search,Budget
CUST105850,2025-06-30,Male,34,Unknown,Usa,Direct,Budget
CUST103153,2024-05-02,Female,46,Atlanta,Usa,Paid Search,Premium
CUST104837,2025-01-22,Female,38,Seattle,Usa,Affiliate,Mainstream
CUST101454,2023-08-07,Female,19,Austin,Usa,Affiliate,Mainstream
CUST100227,2023-02-07,Female,25,Austin,Usa,Social Media,Premium
CUST106830,2025-12-04,Female,49,Dallas,Usa,Organic Search,Budget
CUST106086,2025-08-04,Female,47,Portland,Usa,Social Media,Premium
CUST103309,2024-05-23,Male,39,Nashville,Usa,Social Media,Budget
CUST104384,2024-11-05,Female,39,Phoenix,Usa,Email,Mainstream
CUST105785,2025-06-20,Female,28,Houston,Usa,Email,Budget
CUST106606,2025-10-27,Female,40,Portland,Usa,Referral,Budget
CUST104450,2024-11-16,Male,38,Austin,Usa,Direct,Budget
CUST100969,2023-05-30,Female,40,Miami,Usa,Social Media,Premium
CUST104597,2024-12-13,Female,35,Atlanta,Usa,Referral,Budget
CUST103859,2024-08-14,Male,29,Seattle,Usa,Affiliate,Mainstream
CUST101509,2023-08-17,Female,34,Phoenix,Usa,Direct,Premium
CUST101566,2023-08-28,Male,50,Houston,Usa,Paid Search,Mainstream
CUST105546,2025-05-12,Female,52,New York,Usa,Referral,Premium
CUST102181,2023-11-29,Female,29,Austin,Usa,Social Media,Budget
CUST106453,2025-10-08,Female,38,Austin,Usa,Affiliate,Mainstream
CUST103208,2024-05-09,Male,43,Portland,Usa,Organic Search,Budget
CUST102239,2023-12-09,Female,31,Toronto,Canada,Social Media,Premium
CUST103090,2024-04-23,Female,35,Boston,Usa,Email,Budget
CUST106534,2025-10-17,Other/Undisclosed,39,Miami,Usa,Paid Search,Budget
CUST105386,2025-04-17,Female,45,Montreal,Canada,Social Media,Budget
CUST102208,2023-12-04,Female,34,Miami,Usa,Social Media,Budget
CUST100252,2023-02-10,Female,44,Denver,Usa,Direct,Mainstream
CUST102197,2023-12-03,Male,25,Phoenix,Usa,Social Media,Budget
CUST106478,2025-10-11,Female,42,Minneapolis,Usa,Social Media,Mainstream
CUST102879,2024-03-21,Female,20,Houston,Usa,Affiliate,Mainstream
CUST104840,2025-01-22,Female,33,Atlanta,Usa,Social Media,Mainstream
CUST104369,2024-11-03,Male,29,Portland,Usa,Paid Search,Mainstream
CUST104365,2024-11-03,Female,26,Montreal,Canada,Organic Search,Budget
CUST101694,2023-09-19,Male,41,Montreal,Canada,Direct,Premium
CUST105712,2025-06-07,Female,39,Montreal,Canada,Paid Search,Mainstream
CUST104801,2025-01-15,Female,24,Miami,Usa,Referral,Mainstream
CUST103660,2024-07-19,Male,53,Los Angeles,Usa,Organic Search,Budget
CUST106061,2025-07-31,Female,35,Montreal,Canada,Paid Search,Budget
CUST103932,2024-08-25,Male,33,Toronto,Canada,Affiliate,Budget
CUST102091,2023-11-17,Male,31,Atlanta,Usa,Direct,Mainstream
CUST102970,2024-04-02,Female,47,Chicago,Usa,Organic Search,Premium
CUST100641,2023-04-13,Female,36,Houston,Usa,Paid Search,Mainstream
CUST106013,2025-07-24,Male,58,Seattle,Usa,Paid Search,Budget
CUST103871,2024-08-16,Male,42,Houston,Usa,Email,Mainstream
CUST101578,2023-08-30,Female,34,Houston,Usa,Organic Search,Mainstream
CUST100297,2023-02-18,Male,32,Chicago,Usa,Email,Budget
CUST100303,2023-02-19,Female,29,Atlanta,Usa,Paid Search,Budget
CUST102858,2024-03-16,Female,50,Montreal,Canada,Referral,Budget
CUST103317,2024-05-25,Female,30,Austin,Usa,Direct,Budget
CUST104864,2025-01-27,Female,18,Denver,Usa,Paid Search,Mainstream
CUST101926,2023-10-24,Male,32,Minneapolis,Usa,Paid Search,Mainstream
CUST105065,2025-03-02,Female,32,Miami,Usa,Referral,Mainstream
CUST102851,2024-03-15,Male,18,Calgary,Canada,Paid Search,Budget
CUST100655,2023-04-14,Female,55,Chicago,Usa,Organic Search,Mainstream
CUST102770,2024-03-03,Female,48,Phoenix,Usa,Paid Search,Budget
CUST104680,2024-12-25,Female,46,Austin,Usa,Social Media,Budget
CUST104768,2025-01-10,Male,35,Calgary,Canada,Affiliate,Mainstream
CUST100240,2023-02-09,Female,34,Nashville,Usa,Social Media,Mainstream
CUST100783,2023-05-02,Female,24,Miami,Usa,Organic Search,Budget
CUST101354,2023-07-25,Female,32,Nashville,Usa,Email,Budget
CUST101018,2023-06-05,Male,51,Denver,Usa,Email,Premium
CUST103856,2024-08-13,Male,29,Austin,Usa,Paid Search,Mainstream
CUST100977,2023-05-31,Female,31,Seattle,Usa,Email,Budget
CUST100809,2023-05-06,Male,30,Portland,Usa,Referral,Premium
CUST103968,2024-08-30,Male,62,Portland,Usa,Paid Search,Mainstream
CUST101789,2023-10-01,Male,34,Nashville,Usa,Social Media,Budget
CUST100257,2023-02-10,Female,18,Minneapolis,Usa,Social Media,Mainstream
CUST100893,2023-05-19,Male,26,Boston,Usa,Paid Search,Mainstream
CUST106868,2025-12-11,Female,61,Dallas,Usa,Paid Search,Budget
CUST106915,2025-12-18,Other/Undisclosed,18,Chicago,Usa,Email,Premium
CUST104629,2024-12-17,Female,29,Austin,Usa,Social Media,Budget
CUST103892,2024-08-19,Female,25,Miami,Usa,Direct,Budget
CUST103601,2024-07-08,Female,42,Denver,Usa,Organic Search,Mainstream
CUST101755,2023-09-27,Male,33,New York,Usa,Direct,Mainstream
CUST105608,2025-05-23,Male,54,Vancouver,Canada,Direct,Budget
CUST106690,2025-11-12,Male,40,Boston,Usa,Referral,Mainstream
